"Country or Area","Year","Area","Sex","Language","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Romania","2011","Rural","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2014","471",""
"Romania","2011","Rural","Female","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2014","77860",""
"Romania","2011","Rural","Female","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2014","312586",""
"Romania","2011","Rural","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2014","102",""
"Romania","2011","Rural","Female","Not stated","Census - de jure - complete tabulation","Final figure, complete","2014","173813",""
"Romania","2011","Rural","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2014","803",""
"Romania","2011","Rural","Female","Romanian","Census - de jure - complete tabulation","Final figure, complete","2014","4042087",""
"Romania","2011","Rural","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2014","6447",""
"Romania","2011","Rural","Female","Serbian","Census - de jure - complete tabulation","Final figure, complete","2014","4340",""
"Romania","2011","Rural","Female","Slovak","Census - de jure - complete tabulation","Final figure, complete","2014","3702",""
"Romania","2011","Rural","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2014","2471",""
"Romania","2011","Rural","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2014","3045",""
"Romania","2011","Rural","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2014","21926",""
"Romania","2011","Rural","Female","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2014","14",""
"Romania","2011","Rural","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2014","1198",""
"Romania","2002","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2003","21680974","6"
"Romania","2002","Total","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","721","6"
"Romania","2002","Total","Both Sexes","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","6735","6"
"Romania","2002","Total","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","2266","6"
"Romania","2002","Total","Both Sexes","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","6355","6"
"Romania","2002","Total","Both Sexes","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","3381","6"
"Romania","2002","Total","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2003","44888","6"
"Romania","2002","Total","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","4170","6"
"Romania","2002","Total","Both Sexes","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","237570","6"
"Romania","2002","Total","Both Sexes","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","1443970","6"
"Romania","2002","Total","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","2531","6"
"Romania","2002","Total","Both Sexes","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","2130","6"
"Romania","2002","Total","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","2690","6"
"Romania","2002","Total","Both Sexes","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","19736517","6"
"Romania","2002","Total","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","29246","6"
"Romania","2002","Total","Both Sexes","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","20411","6"
"Romania","2002","Total","Both Sexes","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","16027","6"
"Romania","2002","Total","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","21272","6"
"Romania","2002","Total","Both Sexes","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","28115","6"
"Romania","2002","Total","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","57407","6"
"Romania","2002","Total","Both Sexes","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","951","6"
"Romania","2002","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2003","13621","6"
"Romania","2002","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2003","10568741","6"
"Romania","2002","Total","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","336","6"
"Romania","2002","Total","Male","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","3254","6"
"Romania","2002","Total","Male","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","1336","6"
"Romania","2002","Total","Male","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","3143","6"
"Romania","2002","Total","Male","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","1576","6"
"Romania","2002","Total","Male","German","Census - de jure - complete tabulation","Final figure, complete","2003","19842","6"
"Romania","2002","Total","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","2345","6"
"Romania","2002","Total","Male","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","120359","6"
"Romania","2002","Total","Male","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","692912","6"
"Romania","2002","Total","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","1977","6"
"Romania","2002","Total","Male","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","1317","6"
"Romania","2002","Total","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","1253","6"
"Romania","2002","Total","Male","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","9623842","6"
"Romania","2002","Total","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","13639","6"
"Romania","2002","Total","Male","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","9839","6"
"Romania","2002","Total","Male","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","7705","6"
"Romania","2002","Total","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","10331","6"
"Romania","2002","Total","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","14861","6"
"Romania","2002","Total","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","28627","6"
"Romania","2002","Total","Male","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","565","6"
"Romania","2002","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2003","9682","6"
"Romania","2002","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2003","11112233","6"
"Romania","2002","Total","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","385","6"
"Romania","2002","Total","Female","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","3481","6"
"Romania","2002","Total","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","930","6"
"Romania","2002","Total","Female","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","3212","6"
"Romania","2002","Total","Female","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","1805","6"
"Romania","2002","Total","Female","German","Census - de jure - complete tabulation","Final figure, complete","2003","25046","6"
"Romania","2002","Total","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","1825","6"
"Romania","2002","Total","Female","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","117211","6"
"Romania","2002","Total","Female","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","751058","6"
"Romania","2002","Total","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","554","6"
"Romania","2002","Total","Female","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","813","6"
"Romania","2002","Total","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","1437","6"
"Romania","2002","Total","Female","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","10112675","6"
"Romania","2002","Total","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","15607","6"
"Romania","2002","Total","Female","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","10572","6"
"Romania","2002","Total","Female","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","8322","6"
"Romania","2002","Total","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","10941","6"
"Romania","2002","Total","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","13254","6"
"Romania","2002","Total","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","28780","6"
"Romania","2002","Total","Female","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","386","6"
"Romania","2002","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2003","3939","6"
"Romania","2002","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2003","11435080","6"
"Romania","2002","Urban","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","713","6"
"Romania","2002","Urban","Both Sexes","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","2496","6"
"Romania","2002","Urban","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","2253","6"
"Romania","2002","Urban","Both Sexes","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","650","6"
"Romania","2002","Urban","Both Sexes","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","866","6"
"Romania","2002","Urban","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2003","32270","6"
"Romania","2002","Urban","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","3208","6"
"Romania","2002","Urban","Both Sexes","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","90199","6"
"Romania","2002","Urban","Both Sexes","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","754383","6"
"Romania","2002","Urban","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","2210","6"
"Romania","2002","Urban","Both Sexes","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","1853","6"
"Romania","2002","Urban","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","707","6"
"Romania","2002","Urban","Both Sexes","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","10460769","6"
"Romania","2002","Urban","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","10019","6"
"Romania","2002","Urban","Both Sexes","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","9971","6"
"Romania","2002","Urban","Both Sexes","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","6278","6"
"Romania","2002","Urban","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","15055","6"
"Romania","2002","Urban","Both Sexes","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","21296","6"
"Romania","2002","Urban","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","6462","6"
"Romania","2002","Urban","Both Sexes","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","919","6"
"Romania","2002","Urban","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2003","12503","6"
"Romania","2002","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2003","5493397","6"
"Romania","2002","Urban","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","331","6"
"Romania","2002","Urban","Male","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","1164","6"
"Romania","2002","Urban","Male","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","1324","6"
"Romania","2002","Urban","Male","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","332","6"
"Romania","2002","Urban","Male","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","364","6"
"Romania","2002","Urban","Male","German","Census - de jure - complete tabulation","Final figure, complete","2003","13917","6"
"Romania","2002","Urban","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","1837","6"
"Romania","2002","Urban","Male","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","45923","6"
"Romania","2002","Urban","Male","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","352770","6"
"Romania","2002","Urban","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","1753","6"
"Romania","2002","Urban","Male","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","1184","6"
"Romania","2002","Urban","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","293","6"
"Romania","2002","Urban","Male","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","5029102","6"
"Romania","2002","Urban","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","4420","6"
"Romania","2002","Urban","Male","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","4721","6"
"Romania","2002","Urban","Male","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","2888","6"
"Romania","2002","Urban","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","7202","6"
"Romania","2002","Urban","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","11376","6"
"Romania","2002","Urban","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","2940","6"
"Romania","2002","Urban","Male","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","548","6"
"Romania","2002","Urban","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2003","9008","6"
"Romania","2002","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2003","5941683","6"
"Romania","2002","Urban","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","382","6"
"Romania","2002","Urban","Female","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","1332","6"
"Romania","2002","Urban","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","929","6"
"Romania","2002","Urban","Female","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","318","6"
"Romania","2002","Urban","Female","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","502","6"
"Romania","2002","Urban","Female","German","Census - de jure - complete tabulation","Final figure, complete","2003","18353","6"
"Romania","2002","Urban","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","1371","6"
"Romania","2002","Urban","Female","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","44276","6"
"Romania","2002","Urban","Female","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","401613","6"
"Romania","2002","Urban","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","457","6"
"Romania","2002","Urban","Female","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","669","6"
"Romania","2002","Urban","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","414","6"
"Romania","2002","Urban","Female","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","5431667","6"
"Romania","2002","Urban","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","5599","6"
"Romania","2002","Urban","Female","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","5250","6"
"Romania","2002","Urban","Female","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","3390","6"
"Romania","2002","Urban","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","7853","6"
"Romania","2002","Urban","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","9920","6"
"Romania","2002","Urban","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","3522","6"
"Romania","2002","Urban","Female","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","371","6"
"Romania","2002","Urban","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2003","3495","6"
"Romania","2002","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2003","10245894","6"
"Romania","2002","Rural","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","8","6"
"Romania","2002","Rural","Both Sexes","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","4239","6"
"Romania","2002","Rural","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","13","6"
"Romania","2002","Rural","Both Sexes","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","5705","6"
"Romania","2002","Rural","Both Sexes","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","2515","6"
"Romania","2002","Rural","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2003","12618","6"
"Romania","2002","Rural","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","962","6"
"Romania","2002","Rural","Both Sexes","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","147371","6"
"Romania","2002","Rural","Both Sexes","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","689587","6"
"Romania","2002","Rural","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","321","6"
"Romania","2002","Rural","Both Sexes","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","277","6"
"Romania","2002","Rural","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","1983","6"
"Romania","2002","Rural","Both Sexes","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","9275748","6"
"Romania","2002","Rural","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","19227","6"
"Romania","2002","Rural","Both Sexes","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","10440","6"
"Romania","2002","Rural","Both Sexes","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","9749","6"
"Romania","2002","Rural","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","6217","6"
"Romania","2002","Rural","Both Sexes","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","6819","6"
"Romania","2002","Rural","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","50945","6"
"Romania","2002","Rural","Both Sexes","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","32","6"
"Romania","2002","Rural","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2003","1118","6"
"Romania","2002","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2003","5075344","6"
"Romania","2002","Rural","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","5","6"
"Romania","2002","Rural","Male","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","2090","6"
"Romania","2002","Rural","Male","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","12","6"
"Romania","2002","Rural","Male","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","2811","6"
"Romania","2002","Rural","Male","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","1212","6"
"Romania","2002","Rural","Male","German","Census - de jure - complete tabulation","Final figure, complete","2003","5925","6"
"Romania","2002","Rural","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","508","6"
"Romania","2002","Rural","Male","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","74436","6"
"Romania","2002","Rural","Male","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","340142","6"
"Romania","2002","Rural","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","224","6"
"Romania","2002","Rural","Male","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","133","6"
"Romania","2002","Rural","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","960","6"
"Romania","2002","Rural","Male","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","4594740","6"
"Romania","2002","Rural","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","9219","6"
"Romania","2002","Rural","Male","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","5118","6"
"Romania","2002","Rural","Male","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","4817","6"
"Romania","2002","Rural","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","3129","6"
"Romania","2002","Rural","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","3485","6"
"Romania","2002","Rural","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","25687","6"
"Romania","2002","Rural","Male","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","17","6"
"Romania","2002","Rural","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2003","674","6"
"Romania","2002","Rural","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2003","5170550","6"
"Romania","2002","Rural","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2003","3","6"
"Romania","2002","Rural","Female","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","2149","6"
"Romania","2002","Rural","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","1","6"
"Romania","2002","Rural","Female","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","2894","6"
"Romania","2002","Rural","Female","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","1303","6"
"Romania","2002","Rural","Female","German","Census - de jure - complete tabulation","Final figure, complete","2003","6693","6"
"Romania","2002","Rural","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2003","454","6"
"Romania","2002","Rural","Female","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2003","72935","6"
"Romania","2002","Rural","Female","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2003","349445","6"
"Romania","2002","Rural","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2003","97","6"
"Romania","2002","Rural","Female","Not stated","Census - de jure - complete tabulation","Final figure, complete","2003","144","6"
"Romania","2002","Rural","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2003","1023","6"
"Romania","2002","Rural","Female","Romanian","Census - de jure - complete tabulation","Final figure, complete","2003","4681008","6"
"Romania","2002","Rural","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2003","10008","6"
"Romania","2002","Rural","Female","Serbian","Census - de jure - complete tabulation","Final figure, complete","2003","5322","6"
"Romania","2002","Rural","Female","Slovak","Census - de jure - complete tabulation","Final figure, complete","2003","4932","6"
"Romania","2002","Rural","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2003","3088","6"
"Romania","2002","Rural","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2003","3334","6"
"Romania","2002","Rural","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2003","25258","6"
"Romania","2002","Rural","Female","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2003","15","6"
"Romania","2002","Rural","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2003","444","6"
"Russian Federation","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","142856536","37"
"Russian Federation","2010","Total","Both Sexes","Abaza","Census - de jure - complete tabulation","Final figure, complete","2012","37831","37"
"Russian Federation","2010","Total","Both Sexes","Abkhazian","Census - de jure - complete tabulation","Final figure, complete","2012","6786","37"
"Russian Federation","2010","Total","Both Sexes","Adyge","Census - de jure - complete tabulation","Final figure, complete","2012","119463","37"
"Russian Federation","2010","Total","Both Sexes","Agul","Census - de jure - complete tabulation","Final figure, complete","2012","29287","37"
"Russian Federation","2010","Total","Both Sexes","Albanian","Census - de jure - complete tabulation","Final figure, complete","2012","1209","37"
"Russian Federation","2010","Total","Both Sexes","Amharigna","Census - de jure - complete tabulation","Final figure, complete","2012","311","37"
"Russian Federation","2010","Total","Both Sexes","Aleutian","Census - de jure - complete tabulation","Final figure, complete","2012","45","37"
"Russian Federation","2010","Total","Both Sexes","Altaian","Census - de jure - complete tabulation","Final figure, complete","2012","55720","37"
"Russian Federation","2010","Total","Both Sexes","Arabic","Census - de jure - complete tabulation","Final figure, complete","2012","46750","37"
"Russian Federation","2010","Total","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2012","660935","37"
"Russian Federation","2010","Total","Both Sexes","Avar","Census - de jure - complete tabulation","Final figure, complete","2012","715297","37"
"Russian Federation","2010","Total","Both Sexes","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2012","473044","37"
"Russian Federation","2010","Total","Both Sexes","Bashkir","Census - de jure - complete tabulation","Final figure, complete","2012","1152404","37"
"Russian Federation","2010","Total","Both Sexes","Bengali","Census - de jure - complete tabulation","Final figure, complete","2012","393","37"
"Russian Federation","2010","Total","Both Sexes","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2012","22906","37"
"Russian Federation","2010","Total","Both Sexes","Burmese","Census - de jure - complete tabulation","Final figure, complete","2012","338","37"
"Russian Federation","2010","Total","Both Sexes","Buryat","Census - de jure - complete tabulation","Final figure, complete","2012","218557","37"
"Russian Federation","2010","Total","Both Sexes","Chechen","Census - de jure - complete tabulation","Final figure, complete","2012","1354705","37"
"Russian Federation","2010","Total","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2012","70722","37"
"Russian Federation","2010","Total","Both Sexes","Tibetan","Census - de jure - complete tabulation","Final figure, complete","2012","513","37"
"Russian Federation","2010","Total","Both Sexes","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2012","1042989","37"
"Russian Federation","2010","Total","Both Sexes","Czech","Census - de jure - complete tabulation","Final figure, complete","2012","13074","37"
"Russian Federation","2010","Total","Both Sexes","Danish","Census - de jure - complete tabulation","Final figure, complete","2012","1419","37"
"Russian Federation","2010","Total","Both Sexes","Dungan","Census - de jure - complete tabulation","Final figure, complete","2012","502","37"
"Russian Federation","2010","Total","Both Sexes","Dutch","Census - de jure - complete tabulation","Final figure, complete","2012","3356","37"
"Russian Federation","2010","Total","Both Sexes","Dolgang","Census - de jure - complete tabulation","Final figure, complete","2012","1054","37"
"Russian Federation","2010","Total","Both Sexes","English","Census - de jure - complete tabulation","Final figure, complete","2012","7574303","37"
"Russian Federation","2010","Total","Both Sexes","Eskimo","Census - de jure - complete tabulation","Final figure, complete","2012","508","37"
"Russian Federation","2010","Total","Both Sexes","Estonian","Census - de jure - complete tabulation","Final figure, complete","2012","15583","37"
"Russian Federation","2010","Total","Both Sexes","Even","Census - de jure - complete tabulation","Final figure, complete","2012","5656","37"
"Russian Federation","2010","Total","Both Sexes","Evenk","Census - de jure - complete tabulation","Final figure, complete","2012","4802","37"
"Russian Federation","2010","Total","Both Sexes","Finnish","Census - de jure - complete tabulation","Final figure, complete","2012","38873","37"
"Russian Federation","2010","Total","Both Sexes","French","Census - de jure - complete tabulation","Final figure, complete","2012","616394","37"
"Russian Federation","2010","Total","Both Sexes","Gagauz","Census - de jure - complete tabulation","Final figure, complete","2012","5917","37"
"Russian Federation","2010","Total","Both Sexes","Georgian","Census - de jure - complete tabulation","Final figure, complete","2012","170659","37"
"Russian Federation","2010","Total","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2012","2069949","37"
"Russian Federation","2010","Total","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2012","42518","37"
"Russian Federation","2010","Total","Both Sexes","Hebrew","Census - de jure - complete tabulation","Final figure, complete","2012","18822","37"
"Russian Federation","2010","Total","Both Sexes","Hindi","Census - de jure - complete tabulation","Final figure, complete","2012","6331","37"
"Russian Federation","2010","Total","Both Sexes","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2012","6888","37"
"Russian Federation","2010","Total","Both Sexes","Icelandic","Census - de jure - complete tabulation","Final figure, complete","2012","233","37"
"Russian Federation","2010","Total","Both Sexes","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2012","515","37"
"Russian Federation","2010","Total","Both Sexes","Ingush","Census - de jure - complete tabulation","Final figure, complete","2012","305868","37"
"Russian Federation","2010","Total","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2012","83202","37"
"Russian Federation","2010","Total","Both Sexes","Itelmen","Census - de jure - complete tabulation","Final figure, complete","2012","82","37"
"Russian Federation","2010","Total","Both Sexes","Japanese","Census - de jure - complete tabulation","Final figure, complete","2012","33855","37"
"Russian Federation","2010","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2012","5820","37"
"Russian Federation","2010","Total","Both Sexes","Kabardian","Census - de jure - complete tabulation","Final figure, complete","2012","515672","37"
"Russian Federation","2010","Total","Both Sexes","Kalmouk","Census - de jure - complete tabulation","Final figure, complete","2012","80546","37"
"Russian Federation","2010","Total","Both Sexes","Karachai-Balkar","Census - de jure - complete tabulation","Final figure, complete","2012","305364","37"
