,NIVEAU_GÉO,GÉO,QUESTION,LANGUE,CHIFFRE_TOTAL
29474,Territoire,Yukon,Langue maternelle,Malais,0
29475,Territoire,Yukon,Langue maternelle,"Pampangan (kapampangan, pampango)",20
29476,Territoire,Yukon,Langue maternelle,Pangasinan,0
29477,Territoire,Yukon,Langue maternelle,"Tagalog (pilipino, filipino)",985
29478,Territoire,Yukon,Langue maternelle,Waray-waray,10
29479,Territoire,Yukon,Langue maternelle,"Langues austronésiennes, n.i.a.",5
29481,Territoire,Yukon,Langue maternelle,Créole haïtien,0
29482,Territoire,Yukon,Langue maternelle,Créole jamaïcain anglais,0
29483,Territoire,Yukon,Langue maternelle,Krio,0
29484,Territoire,Yukon,Langue maternelle,Mauricien,0
29485,Territoire,Yukon,Langue maternelle,Sango,0
29486,Territoire,Yukon,Langue maternelle,"Créole, n.d.a.",5
29487,Territoire,Yukon,Langue maternelle,"Langues créoles, n.i.a.",5
29489,Territoire,Yukon,Langue maternelle,Kannada,0
29490,Territoire,Yukon,Langue maternelle,Malayalam,75
29491,Territoire,Yukon,Langue maternelle,Tamoul,15
29492,Territoire,Yukon,Langue maternelle,Telougou,10
29493,Territoire,Yukon,Langue maternelle,Tulu,0
29494,Territoire,Yukon,Langue maternelle,"Langues dravidiennes, n.i.a.",0
29495,Territoire,Yukon,Langue maternelle,Géorgien,0
29496,Territoire,Yukon,Langue maternelle,Langues hmong-mien,0
29498,Territoire,Yukon,Langue maternelle,Albanais,10
29499,Territoire,Yukon,Langue maternelle,Arménien,0
29502,Territoire,Yukon,Langue maternelle,Letton,0
29503,Territoire,Yukon,Langue maternelle,Lituanien,5
29505,Territoire,Yukon,Langue maternelle,Biélorusse,0
29506,Territoire,Yukon,Langue maternelle,Bulgare,0
29507,Territoire,Yukon,Langue maternelle,Tchèque,70
29508,Territoire,Yukon,Langue maternelle,Macédonien,0
29509,Territoire,Yukon,Langue maternelle,Polonais,50
29510,Territoire,Yukon,Langue maternelle,Russe,75
29511,Territoire,Yukon,Langue maternelle,Russine,0
29513,Territoire,Yukon,Langue maternelle,Bosniaque,5
29514,Territoire,Yukon,Langue maternelle,Croate,15
29515,Territoire,Yukon,Langue maternelle,Serbe,10
29516,Territoire,Yukon,Langue maternelle,"Serbo-croate, n.i.a.",0
29517,Territoire,Yukon,Langue maternelle,Slovaque,15
29518,Territoire,Yukon,Langue maternelle,Slovène,5
29519,Territoire,Yukon,Langue maternelle,Ukrainien,40
29520,Territoire,Yukon,Langue maternelle,"Langues slaves, n.i.a.",5
29522,Territoire,Yukon,Langue maternelle,Irlandais,0
29523,Territoire,Yukon,Langue maternelle,Gaélique écossais,0
29524,Territoire,Yukon,Langue maternelle,Gallois,10
29525,Territoire,Yukon,Langue maternelle,"Langues celtiques, n.i.a.",0
29527,Territoire,Yukon,Langue maternelle,Frison,0
29529,Territoire,Yukon,Langue maternelle,Allemand,600
29530,Territoire,Yukon,Langue maternelle,Allemand pennsylvanien,0
29531,Territoire,Yukon,Langue maternelle,Allemand suisse,115
29532,Territoire,Yukon,Langue maternelle,Yiddish,0
29534,Territoire,Yukon,Langue maternelle,Afrikaans,10
29535,Territoire,Yukon,Langue maternelle,Néerlandais,105
29536,Territoire,Yukon,Langue maternelle,"Bas-allemand, n.d.a.",0
29537,Territoire,Yukon,Langue maternelle,Bas-saxon,0
29538,Territoire,Yukon,Langue maternelle,Bas-allemand mennonite,5
29539,Territoire,Yukon,Langue maternelle,Vlaams (flamand),0
29541,Territoire,Yukon,Langue maternelle,Danois,10
29542,Territoire,Yukon,Langue maternelle,Islandais,5
29543,Territoire,Yukon,Langue maternelle,Norvégien,10
29544,Territoire,Yukon,Langue maternelle,Suédois,15
29545,Territoire,Yukon,Langue maternelle,"Langues germaniques, n.i.a.",5
29546,Territoire,Yukon,Langue maternelle,Grec,5
29549,Territoire,Yukon,Langue maternelle,Assamais,0
29550,Territoire,Yukon,Langue maternelle,Bengali,35
29551,Territoire,Yukon,Langue maternelle,Gujarati,45
29552,Territoire,Yukon,Langue maternelle,Hindi,65
29553,Territoire,Yukon,Langue maternelle,Kacchi,0
29554,Territoire,Yukon,Langue maternelle,Cachemiri,0
29555,Territoire,Yukon,Langue maternelle,Konkani,0
29556,Territoire,Yukon,Langue maternelle,Marathi,5
29557,Territoire,Yukon,Langue maternelle,Népalais,0
29559,Territoire,Yukon,Langue maternelle,Odia,0
29560,Territoire,Yukon,Langue maternelle,"Oriya, n.d.a.",0
29561,Territoire,Yukon,Langue maternelle,Pendjabi (panjabi),410
29562,Territoire,Yukon,Langue maternelle,Rohingya,0
29563,Territoire,Yukon,Langue maternelle,Sindhi,0
29564,Territoire,Yukon,Langue maternelle,Singhalais,0
29565,Territoire,Yukon,Langue maternelle,Ourdou,60
29566,Territoire,Yukon,Langue maternelle,"Langues indo-aryennes, n.i.a.",0
29568,Territoire,Yukon,Langue maternelle,Baloutche,0
29569,Territoire,Yukon,Langue maternelle,Kurde,0
29570,Territoire,Yukon,Langue maternelle,Parsi,0
29571,Territoire,Yukon,Langue maternelle,Pachto,5
29573,Territoire,Yukon,Langue maternelle,Dari,0
29574,Territoire,Yukon,Langue maternelle,Persan iranien,15
29575,Territoire,Yukon,Langue maternelle,"Persan (farsi), n.d.a.",0
29576,Territoire,Yukon,Langue maternelle,"Langues iraniennes, n.i.a.",0
29577,Territoire,Yukon,Langue maternelle,"Langues indo-iraniennes, n.i.a.",0
29579,Territoire,Yukon,Langue maternelle,Catalan,0
29580,Territoire,Yukon,Langue maternelle,Italien,30
29581,Territoire,Yukon,Langue maternelle,Portugais,25
29582,Territoire,Yukon,Langue maternelle,Roumain,10
29583,Territoire,Yukon,Langue maternelle,Espagnol,235
29584,Territoire,Yukon,Langue maternelle,"Langues italiques (romanes), n.i.a.",0
29585,Territoire,Yukon,Langue maternelle,"Langues indo-européennes, n.i.a.",0
29586,Territoire,Yukon,Langue maternelle,Japonais,135
29587,Territoire,Yukon,Langue maternelle,Coréen,65
29588,Territoire,Yukon,Langue maternelle,Mongol,0
29590,Territoire,Yukon,Langue maternelle,Akan (twi),5
29591,Territoire,Yukon,Langue maternelle,Bamanankan,0
29592,Territoire,Yukon,Langue maternelle,Edo,0
29594,Territoire,Yukon,Langue maternelle,"Fulah (peul, pular, pulaar, fulfulde)",0
29595,Territoire,Yukon,Langue maternelle,Ga,0
29596,Territoire,Yukon,Langue maternelle,Ganda,0
29597,Territoire,Yukon,Langue maternelle,Gikuyu,0
29598,Territoire,Yukon,Langue maternelle,Igbo,0
29599,Territoire,Yukon,Langue maternelle,Kinyarwanda (rwanda),0
29600,Territoire,Yukon,Langue maternelle,Lingala,0
29601,Territoire,Yukon,Langue maternelle,Luba-kasaï,0
29602,Territoire,Yukon,Langue maternelle,Mòoré,0
29603,Territoire,Yukon,Langue maternelle,Mwani,0
29604,Territoire,Yukon,Langue maternelle,Ndébélé,0
29605,Territoire,Yukon,Langue maternelle,Rundi (kiroundi),0
29606,Territoire,Yukon,Langue maternelle,Shona,5
29607,Territoire,Yukon,Langue maternelle,Soninké,0
29608,Territoire,Yukon,Langue maternelle,Langues sotho-tswana,5
29609,Territoire,Yukon,Langue maternelle,Swahili,5
29610,Territoire,Yukon,Langue maternelle,Wojenaka,0
29611,Territoire,Yukon,Langue maternelle,Wolof,0
29612,Territoire,Yukon,Langue maternelle,Yoruba,10
29613,Territoire,Yukon,Langue maternelle,"Langues nigéro-congolaises, n.i.a.",10
29615,Territoire,Yukon,Langue maternelle,Dinka,5
29616,Territoire,Yukon,Langue maternelle,Nuer,0
29617,Territoire,Yukon,Langue maternelle,"Langues nilo-sahariennes, n.i.a.",0
29618,Territoire,Yukon,Langue maternelle,"Africain, n.d.a.",0
29620,Territoire,Yukon,Langue maternelle,Langue des signes américaine,10
29621,Territoire,Yukon,Langue maternelle,Langue des signes québécoise,0
29625,Territoire,Yukon,Langue maternelle,Hakka,0
29626,Territoire,Yukon,Langue maternelle,Mandarin,130
29627,Territoire,Yukon,Langue maternelle,Min dong,0
29628,Territoire,Yukon,Langue maternelle,"Min nan (chaochow, teochow, fou-kien, taïwanais)",10
29629,Territoire,Yukon,Langue maternelle,Wu (shanghaïen),0
29630,Territoire,Yukon,Langue maternelle,Yue (cantonais),200
29631,Territoire,Yukon,Langue maternelle,"Chinois, n.d.a.",10
29632,Territoire,Yukon,Langue maternelle,"Langues chinoises, n.i.a.",0
29634,Territoire,Yukon,Langue maternelle,Birman,0
29637,Territoire,Yukon,Langue maternelle,Karen s’gaw,0
29638,Territoire,Yukon,Langue maternelle,"Langues karéniques, n.i.a.",0
29639,Territoire,Yukon,Langue maternelle,Tibétain,0
29640,Territoire,Yukon,Langue maternelle,"Langues tibéto-birmanes, n.i.a.",0
29641,Territoire,Yukon,Langue maternelle,"Langues sino-tibétaines, n.i.a.",0
29643,Territoire,Yukon,Langue maternelle,Lao,0
29644,Territoire,Yukon,Langue maternelle,Thaï,30
29645,Territoire,Yukon,Langue maternelle,"Langues taï-kadaï, n.i.a.",0
29647,Territoire,Yukon,Langue maternelle,Azerbaïdjanais,0
29648,Territoire,Yukon,Langue maternelle,Kazakh,0
29649,Territoire,Yukon,Langue maternelle,Turc,5
29650,Territoire,Yukon,Langue maternelle,Ouïghour,0
29651,Territoire,Yukon,Langue maternelle,Ouzbek,0
29652,Territoire,Yukon,Langue maternelle,"Langues turques, n.i.a.",0
29654,Territoire,Yukon,Langue maternelle,Estonien,0
29655,Territoire,Yukon,Langue maternelle,Finnois,15
29656,Territoire,Yukon,Langue maternelle,Hongrois,45
29657,Territoire,Yukon,Langue maternelle,"Autres langues, n.i.a.",0
29659,Territoire,Yukon,Langue maternelle,Français et anglais,440
29660,Territoire,Yukon,Langue maternelle,Anglais et langue(s) non officielle(s),785
29661,Territoire,Yukon,Langue maternelle,Français et langue(s) non officielle(s),15
29662,Territoire,Yukon,Langue maternelle,"Français, anglais et langue(s) non officielle(s)",35
29663,Territoire,Yukon,Langue maternelle,Langues non officielles multiples,80
29678,Territoire,Yukon,Langue parlée le plus souvent à la maison,Anglais,35685
29679,Territoire,Yukon,Langue parlée le plus souvent à la maison,Français,1035
29683,Territoire,Yukon,Langue parlée le plus souvent à la maison,Pied-noir,0
29685,Territoire,Yukon,Langue parlée le plus souvent à la maison,Atikamekw,0
29687,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ililimowin (cri de Moose),0
29688,Territoire,Yukon,Langue parlée le plus souvent à la maison,Inu Ayimun (cri du Sud-Est),0
29689,Territoire,Yukon,Langue parlée le plus souvent à la maison,Iyiyiw-Ayimiwin (cri du Nord-Est),0
29690,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nehinawewin (cri des marais),0
29691,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nehiyawewin (cri des plaines),0
29692,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nihithawiwin (cri des bois),0
29693,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Cri, n.d.a.",0
29694,Territoire,Yukon,Langue parlée le plus souvent à la maison,Innu (montagnais),0
29695,Territoire,Yukon,Langue parlée le plus souvent à la maison,Naskapi,0
29697,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mi'kmaq,0
29698,Territoire,Yukon,Langue parlée le plus souvent à la maison,Wolastoqewi (malécite),0
29700,Territoire,Yukon,Langue parlée le plus souvent à la maison,Anicinabemowin (algonquin),0
29701,Territoire,Yukon,Langue parlée le plus souvent à la maison,Oji-cri,0
29703,Territoire,Yukon,Langue parlée le plus souvent à la maison,Anishinaabemowin (chippewa),0
29704,Territoire,Yukon,Langue parlée le plus souvent à la maison,Daawaamwin (odawa),0
29705,Territoire,Yukon,Langue parlée le plus souvent à la maison,Saulteaux (ojibwé occidental),0
29706,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Ojibwé, n.d.a.",0
29707,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues algonquiennes, n.i.a.",0
29710,Territoire,Yukon,Langue parlée le plus souvent à la maison,Dakelh (porteur),0
29711,Territoire,Yukon,Langue parlée le plus souvent à la maison,Dane-zaa (castor),0
29712,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Déné, n.d.a.",0
29713,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gwich'in,5
29715,Territoire,Yukon,Langue parlée le plus souvent à la maison,Deh Gah Ghotie Zhatie (esclave du Sud),0
29716,Territoire,Yukon,Langue parlée le plus souvent à la maison,Satuotine Yati (esclave du Nord),0
29717,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Esclave, n.d.a.",0
29719,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kaska (nahani),5
29720,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tahltan,0
29721,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tlicho (flanc-de-chien),0
29722,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tse'khene (sekani),0
29723,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tsilhqot'in (chilcotin),0
29724,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tsuu T'ina (sarsi),0
29726,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tutchone du Nord,5
29727,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tutchone du Sud,0
29728,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Tutchone, n.d.a.",0
29729,Territoire,Yukon,Langue parlée le plus souvent à la maison,Wetsuwet'en-babine,0
29730,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tlingit,5
29731,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues athabascanes, n.i.a.",0
29732,Territoire,Yukon,Langue parlée le plus souvent à la maison,Haïda,0
29735,Territoire,Yukon,Langue parlée le plus souvent à la maison,Inuinnaqtun,0
29736,Territoire,Yukon,Langue parlée le plus souvent à la maison,Inuvialuktun,0
29737,Territoire,Yukon,Langue parlée le plus souvent à la maison,Inuktitut,5
29738,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues inuktutes (inuites), n.i.a.",0
29740,Territoire,Yukon,Langue parlée le plus souvent à la maison,Cayuga,0
29741,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mohawk,0
29742,Territoire,Yukon,Langue parlée le plus souvent à la maison,Oneida,0
29743,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues iroquoiennes, n.i.a.",0
29744,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ktunaxa (kutenai),0
29745,Territoire,Yukon,Langue parlée le plus souvent à la maison,Michif,0
29747,Territoire,Yukon,Langue parlée le plus souvent à la maison,Halkomelem,0
29748,Territoire,Yukon,Langue parlée le plus souvent à la maison,Lillooet,0
29749,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ntlakapamux (thompson),0
29750,Territoire,Yukon,Langue parlée le plus souvent à la maison,Secwepemctsin (shuswap),0
29751,Territoire,Yukon,Langue parlée le plus souvent à la maison,Squamish,0
29752,Territoire,Yukon,Langue parlée le plus souvent à la maison,Straits,0
29753,Territoire,Yukon,Langue parlée le plus souvent à la maison,Syilx (okanagan),0
29754,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues salishennes, n.i.a.",0
29756,Territoire,Yukon,Langue parlée le plus souvent à la maison,Assiniboine,0
29757,Territoire,Yukon,Langue parlée le plus souvent à la maison,Dakota,0
29758,Territoire,Yukon,Langue parlée le plus souvent à la maison,Stoney,0
29759,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues siouennes, n.i.a.",0
29761,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gitxsan (gitksan),0
29762,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nisga'a,0
29763,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tsimshian,0
29765,Territoire,Yukon,Langue parlée le plus souvent à la maison,Haisla,0
29766,Territoire,Yukon,Langue parlée le plus souvent à la maison,Heiltsuk,0
29767,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kwak'wala (kwakiutl),0
29768,Territoire,Yukon,Langue parlée le plus souvent à la maison,Nuu-chah-nulth (nootka),0
29769,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues wakashanes, n.i.a.",0
29770,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues autochtones, n.i.a.",0
29771,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues autochtones, n.d.a.",0
29775,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kabyle,0
29776,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tamazight,0
29777,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues berbères, n.i.a.",0
29779,Territoire,Yukon,Langue parlée le plus souvent à la maison,Haoussa,0
29780,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mina,0
29781,Territoire,Yukon,Langue parlée le plus souvent à la maison,Copte,0
29783,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bilen,0
29784,Territoire,Yukon,Langue parlée le plus souvent à la maison,Oromo,0
29785,Territoire,Yukon,Langue parlée le plus souvent à la maison,Somali,10
29786,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues couchitiques, n.i.a.",0
29788,Territoire,Yukon,Langue parlée le plus souvent à la maison,Amharique,5
29789,Territoire,Yukon,Langue parlée le plus souvent à la maison,Arabe,15
29791,Territoire,Yukon,Langue parlée le plus souvent à la maison,Assyrien néo-araméen,0
29792,Territoire,Yukon,Langue parlée le plus souvent à la maison,Chaldéen néo-araméen,0
29793,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Araméen, n.d.a.",0
29794,Territoire,Yukon,Langue parlée le plus souvent à la maison,Harari,0
29795,Territoire,Yukon,Langue parlée le plus souvent à la maison,Hébreu,0
29796,Territoire,Yukon,Langue parlée le plus souvent à la maison,Maltais,0
29797,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tigrigna,0
29798,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues sémitiques, n.i.a.",0
29800,Territoire,Yukon,Langue parlée le plus souvent à la maison,Khmer (cambodgien),0
29801,Territoire,Yukon,Langue parlée le plus souvent à la maison,Vietnamien,30
29802,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues austro-asiatiques, n.i.a.",0
29804,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bicol,0
29805,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Bisaya, n.d.a.",10
29806,Territoire,Yukon,Langue parlée le plus souvent à la maison,Cebuano,50
29807,Territoire,Yukon,Langue parlée le plus souvent à la maison,Fidjien,5
29808,Territoire,Yukon,Langue parlée le plus souvent à la maison,Hiligaïnon,55
29809,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ilocano,20
29810,Territoire,Yukon,Langue parlée le plus souvent à la maison,Indonésien,5
29811,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kankanaey,0
29812,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kinaray-a,0
29814,Territoire,Yukon,Langue parlée le plus souvent à la maison,Merina,0
29815,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Malgache, n.d.a.",0
29816,Territoire,Yukon,Langue parlée le plus souvent à la maison,Malais,0
29817,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Pampangan (kapampangan, pampango)",0
29818,Territoire,Yukon,Langue parlée le plus souvent à la maison,Pangasinan,0
29819,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Tagalog (pilipino, filipino)",645
29820,Territoire,Yukon,Langue parlée le plus souvent à la maison,Waray-waray,0
29821,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues austronésiennes, n.i.a.",0
29823,Territoire,Yukon,Langue parlée le plus souvent à la maison,Créole haïtien,0
29824,Territoire,Yukon,Langue parlée le plus souvent à la maison,Créole jamaïcain anglais,0
29825,Territoire,Yukon,Langue parlée le plus souvent à la maison,Krio,0
29826,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mauricien,0
29827,Territoire,Yukon,Langue parlée le plus souvent à la maison,Sango,0
29828,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Créole, n.d.a.",0
29829,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues créoles, n.i.a.",0
29831,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kannada,5
29832,Territoire,Yukon,Langue parlée le plus souvent à la maison,Malayalam,65
29833,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tamoul,15
29834,Territoire,Yukon,Langue parlée le plus souvent à la maison,Telougou,5
29835,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tulu,0
29836,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues dravidiennes, n.i.a.",0
29837,Territoire,Yukon,Langue parlée le plus souvent à la maison,Géorgien,0
29838,Territoire,Yukon,Langue parlée le plus souvent à la maison,Langues hmong-mien,0
29840,Territoire,Yukon,Langue parlée le plus souvent à la maison,Albanais,0
29841,Territoire,Yukon,Langue parlée le plus souvent à la maison,Arménien,0
29844,Territoire,Yukon,Langue parlée le plus souvent à la maison,Letton,0
29845,Territoire,Yukon,Langue parlée le plus souvent à la maison,Lituanien,0
29847,Territoire,Yukon,Langue parlée le plus souvent à la maison,Biélorusse,0
29848,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bulgare,0
29849,Territoire,Yukon,Langue parlée le plus souvent à la maison,Tchèque,20
29850,Territoire,Yukon,Langue parlée le plus souvent à la maison,Macédonien,0
29851,Territoire,Yukon,Langue parlée le plus souvent à la maison,Polonais,5
29852,Territoire,Yukon,Langue parlée le plus souvent à la maison,Russe,45
29853,Territoire,Yukon,Langue parlée le plus souvent à la maison,Russine,0
29855,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bosniaque,0
29856,Territoire,Yukon,Langue parlée le plus souvent à la maison,Croate,0
29857,Territoire,Yukon,Langue parlée le plus souvent à la maison,Serbe,5
29858,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Serbo-croate, n.i.a.",0
29859,Territoire,Yukon,Langue parlée le plus souvent à la maison,Slovaque,0
29860,Territoire,Yukon,Langue parlée le plus souvent à la maison,Slovène,0
29861,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ukrainien,10
29862,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues slaves, n.i.a.",0
29864,Territoire,Yukon,Langue parlée le plus souvent à la maison,Irlandais,0
29865,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gaélique écossais,0
29866,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gallois,0
29867,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues celtiques, n.i.a.",0
29869,Territoire,Yukon,Langue parlée le plus souvent à la maison,Frison,0
29871,Territoire,Yukon,Langue parlée le plus souvent à la maison,Allemand,125
29872,Territoire,Yukon,Langue parlée le plus souvent à la maison,Allemand pennsylvanien,0
29873,Territoire,Yukon,Langue parlée le plus souvent à la maison,Allemand suisse,55
29874,Territoire,Yukon,Langue parlée le plus souvent à la maison,Yiddish,0
29876,Territoire,Yukon,Langue parlée le plus souvent à la maison,Afrikaans,5
29877,Territoire,Yukon,Langue parlée le plus souvent à la maison,Néerlandais,5
29878,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Bas-allemand, n.d.a.",0
29879,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bas-saxon,0
29880,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bas-allemand mennonite,0
29881,Territoire,Yukon,Langue parlée le plus souvent à la maison,Vlaams (flamand),0
29883,Territoire,Yukon,Langue parlée le plus souvent à la maison,Danois,0
29884,Territoire,Yukon,Langue parlée le plus souvent à la maison,Islandais,0
29885,Territoire,Yukon,Langue parlée le plus souvent à la maison,Norvégien,0
29886,Territoire,Yukon,Langue parlée le plus souvent à la maison,Suédois,0
29887,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues germaniques, n.i.a.",0
29888,Territoire,Yukon,Langue parlée le plus souvent à la maison,Grec,0
29891,Territoire,Yukon,Langue parlée le plus souvent à la maison,Assamais,0
29892,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bengali,35
29893,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gujarati,35
29894,Territoire,Yukon,Langue parlée le plus souvent à la maison,Hindi,35
29895,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kacchi,0
29896,Territoire,Yukon,Langue parlée le plus souvent à la maison,Cachemiri,0
29897,Territoire,Yukon,Langue parlée le plus souvent à la maison,Konkani,0
29898,Territoire,Yukon,Langue parlée le plus souvent à la maison,Marathi,0
29899,Territoire,Yukon,Langue parlée le plus souvent à la maison,Népalais,0
29901,Territoire,Yukon,Langue parlée le plus souvent à la maison,Odia,0
29902,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Oriya, n.d.a.",0
29903,Territoire,Yukon,Langue parlée le plus souvent à la maison,Pendjabi (panjabi),335
29904,Territoire,Yukon,Langue parlée le plus souvent à la maison,Rohingya,0
29905,Territoire,Yukon,Langue parlée le plus souvent à la maison,Sindhi,0
29906,Territoire,Yukon,Langue parlée le plus souvent à la maison,Singhalais,0
29907,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ourdou,40
29908,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues indo-aryennes, n.i.a.",0
29910,Territoire,Yukon,Langue parlée le plus souvent à la maison,Baloutche,0
29911,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kurde,0
29912,Territoire,Yukon,Langue parlée le plus souvent à la maison,Parsi,0
29913,Territoire,Yukon,Langue parlée le plus souvent à la maison,Pachto,0
29915,Territoire,Yukon,Langue parlée le plus souvent à la maison,Dari,0
29916,Territoire,Yukon,Langue parlée le plus souvent à la maison,Persan iranien,10
29917,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Persan (farsi), n.d.a.",0
29918,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues iraniennes, n.i.a.",0
29919,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues indo-iraniennes, n.i.a.",0
29921,Territoire,Yukon,Langue parlée le plus souvent à la maison,Catalan,0
29922,Territoire,Yukon,Langue parlée le plus souvent à la maison,Italien,5
29923,Territoire,Yukon,Langue parlée le plus souvent à la maison,Portugais,0
29924,Territoire,Yukon,Langue parlée le plus souvent à la maison,Roumain,0
29925,Territoire,Yukon,Langue parlée le plus souvent à la maison,Espagnol,100
29926,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues italiques (romanes), n.i.a.",0
29927,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Langues indo-européennes, n.i.a.",0
29928,Territoire,Yukon,Langue parlée le plus souvent à la maison,Japonais,75
29929,Territoire,Yukon,Langue parlée le plus souvent à la maison,Coréen,25
29930,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mongol,0
29932,Territoire,Yukon,Langue parlée le plus souvent à la maison,Akan (twi),0
29933,Territoire,Yukon,Langue parlée le plus souvent à la maison,Bamanankan,0
29934,Territoire,Yukon,Langue parlée le plus souvent à la maison,Edo,0
29936,Territoire,Yukon,Langue parlée le plus souvent à la maison,"Fulah (peul, pular, pulaar, fulfulde)",0
29937,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ga,0
29938,Territoire,Yukon,Langue parlée le plus souvent à la maison,Ganda,0
29939,Territoire,Yukon,Langue parlée le plus souvent à la maison,Gikuyu,0
29940,Territoire,Yukon,Langue parlée le plus souvent à la maison,Igbo,0
29941,Territoire,Yukon,Langue parlée le plus souvent à la maison,Kinyarwanda (rwanda),0
29942,Territoire,Yukon,Langue parlée le plus souvent à la maison,Lingala,0
29943,Territoire,Yukon,Langue parlée le plus souvent à la maison,Luba-kasaï,0
29944,Territoire,Yukon,Langue parlée le plus souvent à la maison,Mòoré,0
