# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:47:49 2023
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
#
star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr
HIP 96395,HIP 96395,HD 185414,,2MASS J19355560+5659022,1,0,0,0,0,0,0,19h35m55.61s,293.981721,+56d59m03.8s,56.984388,24.11,0.24,-0.24,6.730,0.020,0.620,0.020,G0,1.060,0.050
HIP 96441,HIP 96441,HD 185395,GJ 765 A,2MASS J19362654+5013155 A,1,1,0,0,1,1,0,19h36m26.54s,294.110593,+50d13m13.7s,50.220463,18.34,,,4.490,0.010,0.400,0.020,F4V,4.510,0.050
HIP 96471 A,HIP 96471 A,HD 184860,GJ 764.1 A,2MASS J19364565-1026362,1,0,0,0,0,1,0,19h36m45.81s,294.190890,-10d26m34.0s,-10.442768,27.89,1.16,-1.07,8.380,0.010,1.010,0.010,K2V,0.360,0.100
HIP 96656 A,HIP 96656 A,HD 186922 A,GJ 765.2,2MASS J19390630+7625191 A,1,0,0,0,0,0,0,19h39m05.98s,294.774918,+76d25m18.0s,76.421680,29.70,0.61,-0.58,8.060,0.020,0.880,0.010,K0,0.560,0.060
HIP 96702,HIP 96702,,GJ 4120,2MASS J19393289+7152191,1,0,0,0,0,0,0,19h39m33.22s,294.888438,+71d52m23.0s,71.873066,22.25,0.69,-0.65,10.940,0.010,1.480,0.020,M:,0.050,0.080
HIP 96710,HIP 96710,,,2MASS J19393612-2645064,1,0,0,0,0,0,0,19h39m35.93s,294.899711,-26d45m04.8s,-26.751320,23.22,0.97,-0.89,10.480,0.010,1.410,0.010,,0.100,0.140
HIP 96895,HIP 96895,HD 186408,GJ 765.1 A,2MASS J19414896+5031305,1,0,1,0,0,1,0,19h41m49.09s,295.454538,+50d31m31.6s,50.525446,21.08,0.21,-0.21,5.920,0.020,0.640,0.010,G2V,1.700,0.040
16 Cyg B,HIP 96901,HD 186427,GJ 765.1 B,2MASS J19415198+5031032,1,0,0,0,0,1,1,19h41m52.10s,295.467066,+50d31m04.5s,50.517921,21.21,0.21,-0.21,6.160,0.020,0.660,0.010,G5V,1.390,0.040
HIP 96998,HIP 96998,,GJ 4119,2MASS J19425276-4504533,1,0,0,0,0,0,0,19h42m52.80s,295.719990,-45d04m51.0s,-45.080840,27.23,1.74,-1.54,10.010,0.120,1.350,0.000,M1,0.170,0.290
HIP 97051,HIP 97051,,GJ 9667,2MASS J19432533+1005223,1,0,0,0,0,0,0,19h43m25.23s,295.855107,+10d05m21.4s,10.089265,23.11,0.96,-0.89,9.960,0.010,1.290,0.010,M0,0.090,0.100
HIP 97096,HIP 97096,,,2MASS J19435718-6617377,1,0,0,0,0,0,0,19h43m57.06s,295.987753,-66d17m36.8s,-66.293558,17.40,25.04,-6.46,9.640,0.070,0.970,0.070,G,0.040,2.000
HIP 97222 A,HIP 97222 A,HD 186858 A,GJ 765.4 A,2MASS J19453355+3336068 A,1,0,0,0,0,0,0,19h45m33.52s,296.389680,+33d36m11.0s,33.603056,21.12,0.43,-0.41,7.680,0.010,1.000,0.010,K3V,0.460,0.050
HIP 97223,HIP 97223,HD 332518,,2MASS J19453562+3000369,1,0,0,0,0,0,0,19h45m35.65s,296.398551,+30d00m37.7s,30.010463,20.32,0.41,-0.40,9.200,0.040,1.170,0.040,K5V,0.140,0.100
HIP 97241 A,HIP 97241 A,,GJ 4122,2MASS J19454969+3223132,1,0,0,0,0,0,0,19h45m49.47s,296.456145,+32d23m11.9s,32.386651,11.50,1.14,-0.95,11.070,0.240,1.170,0.240,M1,0.020,0.500
HIP 97292 A,HIP 97292 A,HD 331161,GJ 767 A,2MASS J19462386+3201021,1,0,0,0,0,0,0,19h46m23.61s,296.598373,+32d01m04.8s,32.018005,13.61,0.28,-0.27,10.220,0.140,1.520,0.050,M1+...,0.050,0.230
HIP 97295,HIP 97295,HD 187013,GJ 767.1 A,2MASS J19462559+3343400,1,0,0,0,0,0,0,19h46m25.58s,296.606600,+33d43m43.3s,33.728688,21.23,0.21,-0.21,5.000,0.020,0.470,0.020,F5,3.840,0.100
HD 187123,HIP 97336,HD 187123,,2MASS J19465809+3425105,0,0,1,0,0,1,2,19h46m58.11s,296.742126,+34d25m10.3s,34.419525,46.02,0.07,-0.07,7.832,0.011,0.656,0.019,G3 V,1.350,
HIP 97420,HIP 97420,HD 187237,,2MASS J19480088+2752097,1,0,0,0,0,0,0,19h48m00.89s,297.003699,+27d52m08.4s,27.868990,26.24,0.27,-0.26,6.870,0.020,0.650,0.020,G2III,1.100,0.050
HIP 97438,HIP 97438,HD 187748,,2MASS J19481543+5925224,1,0,0,0,0,0,0,19h48m15.43s,297.064291,+59d25m21.4s,59.422618,27.71,0.28,-0.27,6.640,0.020,0.580,0.020,G0,1.490,0.050
HIP 97640,HIP 97640,HD 226099,,2MASS J19504089+3456599,1,0,0,0,0,0,0,19h50m40.70s,297.669603,+34d56m58.5s,34.949571,28.41,0.58,-0.56,8.020,0.020,0.780,0.020,G5,0.540,0.060
HIP 97649,HIP 97649,HD 187642,GJ 768,2MASS J19504698+0852060,1,1,1,0,1,0,0,19h50m46.68s,297.694509,+08d52m02.6s,8.867385,5.12,0.05,-0.05,0.760,0.010,0.220,0.010,A7IV-V,10.650,0.050
HIP 97650,HIP 97650,HD 187532,,2MASS J19504677-1045487,1,0,0,0,0,0,0,19h50m46.80s,297.695013,-10d45m48.9s,-10.763589,27.87,0.28,-0.28,5.380,0.020,0.350,0.020,F3V,4.560,0.050
HIP 97675,HIP 97675,HD 187691,GJ 768.1 A,2MASS J19510166+1024567,1,0,0,0,0,1,0,19h51m01.50s,297.756251,+10d24m57.8s,10.416054,19.19,0.19,-0.19,5.120,0.020,0.540,0.020,F8V,2.880,0.100
HIP 97767,HIP 97767,HD 187923,GJ 4126,2MASS J19520343+1137421,1,0,0,0,0,0,0,19h52m03.64s,298.015181,+11d37m44.9s,11.629139,26.62,0.27,-0.26,6.160,0.020,0.640,0.020,G0V,2.220,0.050
HIP 97805,HIP 97805,HD 187760,,2MASS J19522991-2356569,1,0,0,0,0,0,0,19h52m29.90s,298.124597,-23d56m56.7s,-23.949080,27.20,1.13,-1.05,9.430,0.060,1.160,0.020,K4V,0.190,0.160
HIP 97944,HIP 97944,HD 188088,GJ 770,2MASS J19541775-2356275,1,0,0,0,0,0,0,19h54m17.82s,298.574266,-23d56m24.3s,-23.940075,14.05,0.14,-0.14,6.210,0.020,1.020,0.010,K3/4V,0.800,0.100
HIP 98036,HIP 98036,HD 188512,GJ 771 A,2MASS J19551878+0624238 A,1,1,1,0,0,1,0,19h55m18.77s,298.828192,+06d24m28.6s,6.407933,13.70,,,3.710,0.020,0.860,0.010,G8IVvar,6.290,0.060
HIP 98066,HIP 98066,HD 188376,GJ 770.1,2MASS J19555035-2617581,1,0,0,0,0,0,0,19h55m50.23s,298.959271,-26d17m58.9s,-26.299687,25.99,1.96,-1.70,4.700,0.010,0.750,0.020,G3/5III,8.700,0.170
HIP 98070,HIP 98070,,GJ 9674,2MASS J19555285+5116220,1,0,0,0,0,0,0,19h55m52.37s,298.968207,+51d16m19.1s,51.271964,24.74,1.58,-1.40,12.280,0.470,1.930,0.170,M2,0.030,0.770
HIP 98106,HIP 98106,HD 187456,GJ 1244,2MASS J19561613-7221515,1,0,0,0,0,0,0,19h56m16.17s,299.067393,-72d21m48.8s,-72.363568,23.56,0.48,-0.46,8.380,0.020,1.060,0.020,K4V,0.300,0.070
HIP 98130,HIP 98130,HD 188474,GJ 1246,2MASS J19563704-3120071,1,0,0,0,0,0,0,19h56m36.75s,299.153112,-31d20m07.4s,-31.335394,19.04,0.39,-0.37,8.420,0.000,1.030,0.000,K3/4V,0.200,0.050
HIP 98192,HIP 98192,HD 189087,GJ 773.2,2MASS J19571345+2949265,1,0,0,0,0,0,0,19h57m13.35s,299.305611,+29d49m24.4s,29.823441,26.72,0.55,-0.52,7.910,0.000,0.800,0.000,K1V,0.510,0.050
HIP 98204,HIP 98204,HD 188807,GJ 773 A,2MASS J19571964-1234044,1,0,0,0,0,0,0,19h57m19.70s,299.332077,-12d34m00.3s,-12.566738,18.68,0.38,-0.37,9.290,0.000,1.320,0.010,K4V,0.130,0.060
HIP 98316,HIP 98316,HD 188559,GJ 1247,2MASS J19583298-5456128,1,0,0,0,0,0,0,19h58m32.87s,299.636976,-54d56m11.7s,-54.936591,22.28,0.45,-0.44,8.530,0.030,1.050,0.020,K3V,0.240,0.080
HIP 98416 A,HIP 98416 A,HD 189340,GJ 773.3,2MASS J19594734-0957293 A,1,0,0,0,0,0,0,19h59m47.49s,299.947873,-09d57m26.2s,-9.957284,22.20,0.45,-0.44,5.880,0.020,0.570,0.020,G2V,1.960,0.070
HIP 98470,HIP 98470,HD 189245,GJ 773.4,2MASS J20002024-3342122,1,0,0,0,0,0,0,20h00m20.16s,300.083995,-33d42m09.9s,-33.702749,21.25,0.21,-0.21,5.650,0.010,0.500,0.020,F7V,2.130,0.040
HIP 98495,HIP 98495,HD 188228,,2MASS J20003558-7254380,0,1,0,0,0,0,0,20h00m35.55s,300.148132,-72d54m37.8s,-72.910507,32.54,0.57,-0.59,3.960,,-0.030,,A0 Va,,
HD 189733,HIP 98505,HD 189733,GJ 4130,2MASS J20004370+2242391,1,0,0,0,0,1,1,20h00m43.71s,300.182145,+22d42m41.3s,22.711462,19.45,0.20,-0.19,7.650,0.010,0.930,0.010,G5,0.340,0.050
HIP 98677,HIP 98677,HD 190067,GJ 775.1,2MASS J20023415+1535311,1,0,0,0,0,0,0,20h02m34.25s,300.642720,+15d35m36.6s,15.593490,18.97,0.19,-0.19,7.150,0.020,0.710,0.000,G7V,0.490,0.050
HIP 98679,HIP 98679,HD 189484,GJ 773.6,2MASS J20023514-5003096,1,0,0,0,0,0,0,20h02m34.83s,300.645110,-50d03m06.4s,-50.051781,25.38,13.07,-6.44,8.690,0.000,1.120,0.010,K5V...,0.320,0.910
HIP 98681,HIP 98681,,,,1,0,0,0,0,0,0,20h02m35.85s,300.649392,-50d02m57.8s,-50.049377,15.56,8.38,-4.03,9.910,,,,K1IV,0.020,
HD 190007,HIP 98698,HD 190007,GJ 775,2MASS J20024703+0319344,1,0,0,0,0,0,1,20h02m47.10s,300.696244,+03d19m33.2s,3.325895,12.86,0.13,-0.13,7.460,0.010,1.130,0.020,K3/4V,0.230,0.030
HD 190360,HIP 98767,HD 190360,GJ 775,2MASS J20033732+2953493,1,1,1,0,0,1,2,20h03m36.95s,300.903940,+29d53m53.1s,29.898079,15.86,0.16,-0.16,5.730,0.020,0.750,0.000,G6IV+...,1.200,0.060
HIP 98792,HIP 98792,HD 190404,GJ 778,2MASS J20035209+2320262,1,0,0,0,0,0,0,20h03m52.76s,300.969854,+23d20m34.5s,23.342904,15.77,0.16,-0.16,7.270,0.020,0.820,0.000,K1V,0.330,0.050
HIP 98813,HIP 98813,HD 189931,,2MASS J20040268-3752352,1,0,0,0,0,0,0,20h04m02.62s,301.010916,-37d52m32.0s,-37.875547,27.64,0.56,-0.54,6.910,0.020,0.610,0.020,G1V,1.170,0.060
HIP 98819,HIP 98819,HD 190406,GJ 779,2MASS J20040620+1704125,1,0,0,0,0,0,0,20h04m06.47s,301.026938,+17d04m16.2s,17.071161,17.77,0.18,-0.18,5.790,0.020,0.600,0.010,G1V,1.350,0.040
HIP 98828,HIP 98828,HD 190470,GJ 779.1,2MASS J20041005+2547248,1,0,0,0,0,0,0,20h04m10.09s,301.042061,+25d47m25.2s,25.790324,21.95,0.45,-0.43,7.770,0.010,0.940,0.010,K3V,0.390,0.060
HIP 98906,HIP 98906,,GJ 781,2MASS J20050227+5426037,1,0,0,0,0,0,0,20h05m03.36s,301.263985,+54d26m11.1s,54.436429,15.83,1.01,-0.90,11.980,0.000,1.520,0.010,M3,0.020,0.170
HIP 98921,HIP 98921,HD 190771,GJ 781,2MASS J20050978+3828424,1,0,0,0,0,0,0,20h05m09.59s,301.289946,+38d28m41.5s,38.478186,18.79,0.19,-0.19,6.180,0.020,0.650,0.000,G5IV,1.080,0.040
HD 189567,HIP 98959,HD 189567,GJ 776,2MASS J20053286-6719156,1,0,0,0,0,0,0,20h05m31.49s,301.381195,-67d19m09.3s,-67.319257,17.73,0.18,-0.18,6.070,0.020,0.650,0.010,G3V,1.060,0.050
HIP 99031,HIP 99031,HD 191026,,2MASS J20062180+3558216,1,0,0,0,0,0,0,20h06m21.93s,301.591372,+35d58m24.7s,35.973539,23.95,0.24,-0.24,5.380,0.020,0.850,0.000,K0IV,4.160,0.110
HIP 99137,HIP 99137,HD 190422,,2MASS J20073510-5500578,1,0,0,0,0,0,0,20h07m35.07s,301.896133,-55d00m58.0s,-55.016100,23.43,0.24,-0.23,6.250,0.020,0.530,0.010,F8/G0V,1.510,0.050
HIP 99150,HIP 99150,,GJ 781.1 B,2MASS J20074494-3145136,1,0,0,0,0,0,0,20h07m44.78s,301.936585,-31d45m07.8s,-31.752160,14.91,1.12,-0.98,12.500,0.010,1.600,0.010,M,0.020,0.200
HIP 99205,HIP 99205,,,2MASS J20082437+0640435,1,0,0,0,0,0,0,20h08m24.27s,302.101111,+06d40m42.0s,6.678326,25.49,1.63,-1.44,9.810,0.010,1.170,0.010,K8,0.120,0.150
HIP 99240,HIP 99240,HD 190248,GJ 780,2MASS J20084376-6610563,1,1,1,1,0,0,0,20h08m41.86s,302.174417,-66d10m45.6s,-66.179321,6.11,0.06,-0.06,3.530,0.020,0.760,0.020,G8.0IV,1.330,0.060
HIP 99316 A,HIP 99316 A,HD 191499,,2MASS J20093429+1648205,1,0,0,0,0,0,0,20h09m34.30s,302.392923,+16d48m19.2s,16.805339,23.66,0.48,-0.46,7.520,0.010,0.860,0.010,K0...,0.530,0.120
HIP 99355,HIP 99355,HD 192139,,2MASS J20095951+6128269,1,0,0,0,0,0,0,20h09m59.66s,302.498599,+61d28m25.4s,61.473714,28.04,0.57,-0.55,8.740,0.030,0.890,0.030,G5,0.270,0.090
HIP 99385,HIP 99385,HD 191391,GJ 782,2MASS J20101962-2029356,1,0,0,0,0,0,0,20h10m19.86s,302.582750,-20d29m33.1s,-20.492516,15.62,0.32,-0.31,8.900,0.010,1.290,0.010,K4VP,0.120,0.070
HIP 99427,HIP 99427,HD 193202,GJ 786,2MASS J20105242+7714201,1,0,0,0,0,0,0,20h10m52.27s,302.717775,+77d14m15.8s,77.237726,16.93,0.17,-0.17,8.880,0.000,1.320,0.000,K5,0.150,0.030
HIP 99438,HIP 99438,,GJ 2147,2MASS J20105686-3013064,1,0,0,0,0,0,0,20h10m57.08s,302.737828,-30d13m04.4s,-30.217902,16.37,1.23,-1.07,12.240,0.010,0.040,0.010,DA3,0.010,0.180
HIP 99452,HIP 99452,HD 191785,GJ 783.2 A,2MASS J20110609+1611162,1,0,0,0,0,0,0,20h11m06.33s,302.776359,+16d11m13.3s,16.187029,20.39,0.21,-0.20,7.320,0.010,0.840,0.010,K1V,0.500,0.050
HIP 99461,HIP 99461,HD 191408,GJ 783 A,2MASS J20111207-3606063 A,1,1,1,1,0,1,0,20h11m11.61s,302.798368,-36d05m50.6s,-36.097384,6.01,0.06,-0.06,5.320,0.020,0.860,0.020,K2.5V,0.280,0.100
HIP 99550,HIP 99550,,,2MASS J20120943-1253350,1,0,0,0,0,0,0,20h12m09.34s,303.038911,-12d53m33.7s,-12.892691,23.61,1.78,-1.54,11.300,0.010,1.420,0.020,,0.040,0.160
HIP 99572,HIP 99572,HD 191862,GJ 4139,2MASS J20122586-1237025,1,0,0,0,0,0,0,20h12m25.76s,303.107314,-12d37m01.3s,-12.617022,27.70,0.28,-0.27,5.830,0.020,0.480,0.010,F5V,3.060,0.050
HIP 99699,HIP 99699,,GJ 784.1,2MASS J20135177+1323197,1,0,0,0,0,0,0,20h13m51.55s,303.464810,+13d23m19.5s,13.388763,26.15,1.97,-1.71,11.230,0.310,1.370,0.130,M0V:,0.060,0.560
HIP 99701,HIP 99701,HD 191849,GJ 784,2MASS J20135335-4509506,1,0,0,0,0,0,0,20h13m52.75s,303.469802,-45d09m49.1s,-45.163632,6.20,0.06,-0.06,7.970,0.000,1.430,0.010,M0.0V,0.070,0.100
HD 192263,HIP 99711,HD 192263,,2MASS J20135985-0052011,1,0,0,0,0,1,1,20h13m59.88s,303.499509,-00d52m03.1s,-0.867514,19.32,0.39,-0.38,7.770,0.010,0.960,0.010,K1/2V,0.320,0.060
HIP 99720 A,HIP 99720 A,HD 192249,,2MASS J20140536-0450160 A,1,0,0,0,0,0,0,20h14m05.35s,303.522292,-04d50m16.3s,-4.837875,28.24,9.92,-5.83,9.660,0.050,0.630,0.050,F8,0.110,0.700
HIP 99764,HIP 99764,,GJ 4140,2MASS J20142819-0716550,1,0,0,0,0,0,0,20h14m28.18s,303.617437,-07d16m52.8s,-7.281322,20.27,0.63,-0.59,10.190,0.000,1.350,0.000,K7V,0.070,0.070
HD 192310,HIP 99825,HD 192310,GJ 785,2MASS J20151734-2701585,1,0,1,0,1,1,2,20h15m16.58s,303.819075,-27d01m57.1s,-27.032536,8.91,,,5.720,0.020,0.910,0.020,K3V,0.420,0.060
HIP 99880,HIP 99880,,GJ 786.1,2MASS J20155262+4258444,1,0,0,0,0,0,0,20h15m52.63s,303.969272,+42d58m45.1s,42.979203,24.64,0.76,-0.72,9.980,0.010,1.270,0.020,M0,0.120,0.080
HIP 99916,HIP 99916,,,2MASS J20162198-0204082,1,0,0,0,0,0,0,20h16m21.84s,304.090987,-02d04m07.9s,-2.068869,26.60,2.00,-1.74,11.160,0.010,1.420,0.010,,0.060,0.160
HIP 100017,HIP 100017,HD 193664,GJ 788,2MASS J20173128+6651130,1,0,0,1,0,0,0,20h17m30.63s,304.377635,+66d51m10.7s,66.852966,17.57,,,5.920,0.020,0.590,0.020,G3V,1.180,0.100
HIP 100223,HIP 100223,HD 192961,GJ 787,2MASS J20193694-4625410,1,0,0,0,0,0,0,20h19m37.25s,304.905225,-46d25m40.3s,-46.427867,17.91,0.37,-0.35,8.710,0.010,1.180,0.010,M0/1V,0.170,0.060
HIP 100356 A,HIP 100356 A,,GJ 4145,2MASS J20211092-5147277 A,1,0,0,0,0,0,0,20h21m10.95s,305.295641,-51d47m28.6s,-51.791290,24.01,1.26,-1.14,10.230,0.010,1.460,0.010,M0,0.120,0.220
HIP 100490,HIP 100490,,GJ 788.1,2MASS J20224191-5817083,1,0,0,0,0,0,0,20h22m41.11s,305.671278,-58d17m04.6s,-58.284604,19.39,0.81,-0.75,10.580,0.010,1.450,0.010,M,0.050,0.100
HIP 100511,HIP 100511,HD 194012,GJ 789,2MASS J20225237+1433041,1,0,0,0,0,0,0,20h22m52.32s,305.718007,+14d33m04.0s,14.551115,26.25,0.27,-0.26,6.150,0.020,0.500,0.010,F8V,2.070,0.050
HIP 100923,HIP 100923,,GJ 791,2MASS J20274166-2744506,1,0,0,0,0,0,0,20h27m41.79s,306.924128,-27d44m44.1s,-27.745575,14.84,0.62,-0.57,11.430,0.010,1.490,0.010,M3,0.030,0.140
HIP 100925,HIP 100925,HD 194640,GJ 790,2MASS J20274424-3052039,1,0,0,0,0,0,0,20h27m44.25s,306.934387,-30d51m59.7s,-30.866578,19.52,0.20,-0.19,6.610,0.010,0.720,0.010,G6/8V,0.810,0.040
HIP 100963,HIP 100963,HD 195034,,2MASS J20281181+2207446,1,0,0,0,0,0,0,20h28m11.83s,307.049291,+22d07m46.5s,22.129585,28.23,0.58,-0.55,7.090,0.020,0.650,0.020,G5,1.040,0.060
HIP 101150 A,HIP 101150 A,HD 340345 A,GJ 9697 A,2MASS J20301067+2650344 A,1,0,0,0,0,0,0,20h30m10.77s,307.544868,+26d50m35.2s,26.843106,23.82,2.07,-1.76,9.690,0.010,1.340,0.020,M2,0.150,0.190
HIP 101180,HIP 101180,,GJ 793,2MASS J20303207+6526586,1,0,0,0,0,0,0,20h30m31.42s,307.630929,+65d26m55.9s,65.448870,8.00,0.08,-0.08,10.540,0.010,1.540,0.010,M3,0.020,0.090
HIP 101262,HIP 101262,,GJ 791.3,2MASS J20313207+3346331,1,0,0,0,0,0,0,20h31m31.97s,307.883218,+33d46m33.0s,33.775830,26.85,0.83,-0.78,9.220,0.000,1.140,0.000,K5,0.200,0.070
HIP 101345,HIP 101345,HD 195564,GJ 792.1 A,2MASS J20322369-0951120 A,1,0,0,0,0,0,0,20h32m23.51s,308.097973,-09d51m13.1s,-9.853641,24.40,0.25,-0.24,5.660,0.020,0.690,0.000,G6V,3.020,0.110
HIP 101382,HIP 101382,HD 195987,GJ 793.1,2MASS J20325166+4153539,1,0,0,0,0,0,0,20h32m51.76s,308.215687,+41d53m50.6s,41.897378,22.05,0.22,-0.22,7.080,0.000,0.800,0.010,G9V,0.760,0.030
HIP 101516,HIP 101516,HD 340611,GJ 794,2MASS J20342188+2503498,1,0,0,0,0,0,0,20h34m22.14s,308.592268,+25d03m54.7s,25.065190,15.55,0.65,-0.60,11.550,0.010,-0.080,0.010,DA,0.040,0.110
HIP 101540,HIP 101540,,GJ 4149,2MASS J20344303+0320509,1,0,0,0,0,0,0,20h34m42.86s,308.678590,+03d20m55.5s,3.348748,26.88,11.52,-6.20,11.960,0.010,1.450,0.020,M:,0.050,0.780
HIP 101579,HIP 101579,HD 196124,,2MASS J20351272+0607370,1,0,0,0,0,0,0,20h35m12.48s,308.801986,+06d07m39.2s,6.127564,28.64,0.89,-0.83,8.910,0.010,0.960,0.020,K2,0.260,0.090
HIP 101612,HIP 101612,HD 195627,,2MASS J20353488-6034542,1,0,0,0,0,0,0,20h35m34.77s,308.894867,-60d34m52.7s,-60.581298,27.79,0.28,-0.28,4.750,0.010,0.290,0.010,F0V,7.980,0.100
HIP 101750 A,HIP 101750 A,HD 197433,GJ 1255 A,2MASS J20372151+7536014 A,1,0,0,0,0,0,0,20h37m20.82s,309.336748,+75d35m56.7s,75.599093,27.59,0.56,-0.54,7.510,0.020,0.850,0.020,K0Vvar,0.820,0.060
HIP 101875,HIP 101875,HD 196850,GJ 794.3,2MASS J20384015+3838066,1,0,0,0,0,0,0,20h38m40.04s,309.666833,+38d38m08.0s,38.635563,27.16,0.27,-0.27,6.760,0.000,0.610,0.000,G0,1.310,0.030
HIP 101932,HIP 101932,HD 196794,,2MASS J20392206+1004326,1,0,0,0,0,0,0,20h39m21.86s,309.841093,+10d04m32.5s,10.075684,28.65,0.58,-0.56,8.510,0.030,0.910,0.020,K2V,0.340,0.090
HIP 101955 A,HIP 101955 A,HD 196795,GJ 795 A,2MASS J20393775+0458192 A,1,0,0,0,0,0,0,20h39m37.20s,309.905018,+04d58m18.7s,4.971854,16.72,1.07,-0.95,7.840,0.010,1.240,0.010,M0/1V,0.320,0.140
HIP 101983,HIP 101983,HD 196378,GJ 794.2,2MASS J20400268-6032562,1,0,0,0,0,0,0,20h40m02.27s,310.009443,-60d32m51.0s,-60.547509,24.66,0.25,-0.24,5.120,0.020,0.510,0.020,F7V,4.800,0.060
HIP 101997,HIP 101997,HD 196761,GJ 796,2MASS J20401173-2346262,1,0,0,0,0,0,0,20h40m11.44s,310.047652,-23d46m30.0s,-23.774987,14.38,0.15,-0.14,6.360,0.000,0.720,0.010,G8/K0V,0.560,0.100
HIP 102040,HIP 102040,HD 197076,GJ 797 A,2MASS J20404512+1956071,1,0,0,0,0,0,0,20h40m45.07s,310.187780,+19d56m05.2s,19.934777,20.95,0.21,-0.21,6.430,0.020,0.610,0.010,G5V,1.050,0.050
HIP 102101,HIP 102101,,GJ 4156,2MASS J20412815+5725473,1,0,0,0,0,0,0,20h41m28.06s,310.366897,+57d25m45.5s,57.429298,24.24,0.75,-0.71,10.270,0.010,1.360,0.020,M0,0.090,0.080
HIP 102119,HIP 102119,HD 196998,GJ 4156,2MASS J20414223-2219202,1,0,0,0,0,0,0,20h41m41.83s,310.424301,-22d19m15.8s,-22.321056,23.83,0.74,-0.69,9.920,0.010,1.180,0.010,K5V,0.130,0.120
HD 196067,HIP 102125,HD 196067,,2MASS J20414409-7521029,0,1,0,0,0,1,1,20h41m44.09s,310.433716,-75d21m02.9s,-75.350800,39.98,0.05,-0.05,6.030,,0.620,,G1 V,3.730,
HIP 102141 B,HIP 102141 B,HD 196982 B,GJ 799 A,2MASS J20415111-3226073 B,1,0,0,0,0,0,0,20h41m50.97s,310.462385,-32d26m03.6s,-32.434342,10.70,0.45,-0.41,10.340,0.010,1.570,0.010,MPE,0.090,0.130
HIP 102186,HIP 102186,HD 196877,GJ 798,2MASS J20421878-5241572,1,0,0,0,0,0,0,20h42m18.70s,310.577930,-52d41m48.0s,-52.696672,12.15,0.12,-0.12,8.830,0.010,1.320,0.010,K5V,0.090,0.040
HIP 102207,HIP 102207,,GJ 799.1,2MASS J20423471-2004356,1,0,0,0,0,0,0,20h42m34.53s,310.643873,-20d04m35.1s,-20.076414,20.74,1.80,-1.54,12.400,0.010,-0.080,0.010,DAw,0.030,0.190
HIP 102226,HIP 102226,HD 197396,,2MASS J20424937+2050415,1,0,0,0,0,0,0,20h42m49.41s,310.705879,+20d50m43.7s,20.845470,25.04,0.51,-0.49,8.250,0.020,0.930,0.020,K0,0.350,0.130
HIP 102235,HIP 102235,,GJ 800 A,2MASS J20425709-1855048 A,1,0,0,0,0,0,0,20h42m56.78s,310.736584,-18d54m58.6s,-18.916269,17.95,0.75,-0.69,10.740,0.010,1.400,0.010,M1:,0.050,0.140
HIP 102264,HIP 102264,HD 197214,GJ 4157,2MASS J20431599-2925260,1,0,0,0,0,0,0,20h43m16.03s,310.816781,-29d25m24.3s,-29.423404,22.31,0.46,-0.44,6.950,0.020,0.670,0.000,G3/5V,0.760,0.070
HIP 102300,HIP 102300,,,2MASS J20434134+6416540,1,0,0,0,0,0,0,20h43m40.95s,310.920618,+64d16m55.0s,64.281941,21.13,0.88,-0.81,11.380,0.300,1.410,0.300,M0,0.030,0.490
HIP 102301,HIP 102301,,GJ 4159,2MASS J20434129-0010419,1,0,0,0,0,0,0,20h43m41.12s,310.921331,-00d10m43.8s,-0.178828,27.50,2.72,-2.27,11.460,0.000,1.450,0.010,,0.050,0.220
