# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:45:56 2023
#
# COLUMN tic_id:         TIC ID
# COLUMN hip_name:       HIP ID
# COLUMN hip_compname:   HIP Component ID
# COLUMN hd_name:        HD ID
# COLUMN hr_name:        HR ID
# COLUMN gj_name:        GJ ID
# COLUMN constellation:  Constellation ID
# COLUMN hostname:       Host Name
# COLUMN sy_dist:        Distance [pc]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr:      Parallax [mas] Unc
# COLUMN sy_plx_reflink: Parallax [mas] Reference
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr:     V (Johnson) Magnitude Unc
# COLUMN sy_vmag_reflink: V (Johnson) Magnitude Reference
# COLUMN sy_bvmag:       B-V (Johnson) Color [mag]
# COLUMN sy_bvmagerr:    B-V (Johnson) Color [mag] Unc
# COLUMN sy_bvmag_reflink: B-V (Johnson) Color [mag] Reference
# COLUMN sy_rcmag:       R (Cousins) Magnitude
# COLUMN sy_rcmag_reflink: R (Cousins) Magnitude Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_spectype_reflink: Spectral Type Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teff_reflink: Stellar Effective Temperature [K] Reference
# COLUMN st_lum:         Stellar Luminosity [log10(Solar)]
# COLUMN st_lumerr:      Stellar Luminosity Unc. [log10(Solar)]
# COLUMN st_lum_reflink: Stellar Luminosity [log10(Solar)] Reference
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_diam:        Stellar Angular Diameter [mas]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr:      Stellar Metallicity Unc. [dex]
# COLUMN st_met_reflink: Stellar Metallicity [dex] Reference
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_logg_reflink: Stellar Surface Gravity [log10(cm/s**2)] Reference
# COLUMN st_log_rhk:     Stellar Ca II Chromospheric Activity Index [log R HK]
# COLUMN st_log_rhk_reflink: Stellar Ca II Chromospheric Activity Index [log R HK] Reference
# COLUMN st_eei_orbsep:  Earth Equivalent Insolation Distance [au]
# COLUMN st_eei_angsep:  Earth Equivalent Insolation Distance [mas]
# COLUMN st_etwin_bratio: Earth Equivalent Planet-Star Ratio
# COLUMN st_etwin_rcmag: Earth Equivalent R (Cousins) Magnitude
# COLUMN st_eei_orbper:  Orbital Period at EEID [days]
# COLUMN st_etwin_rvamp: Earth Equivalent Radial Velocity Amplitude [cm/s]
# COLUMN st_etwin_astamp: Earth Equivalent Astrometric Amplitude [uas]
# COLUMN wds_designation: WDS Designation
# COLUMN wds_comp:       WDS Component
# COLUMN wds_sep:        WDS Separation [arcsec]
# COLUMN wds_deltamag:   WDS Delta mag
# COLUMN sy_disks_flag:  Disks Flag
# COLUMN sy_disks_flag_reflink: Disks Flag Reference
# COLUMN sy_planets_flag: Planets Flag
# COLUMN sy_pnum:        Number of Planets
# COLUMN target_group:   Target Group
#
tic_id,hip_name,hip_compname,hd_name,hr_name,gj_name,constellation,hostname,sy_dist,ra,dec,sy_plx,sy_plxerr,sy_plx_reflink,sy_vmag,sy_vmagerr,sy_vmag_reflink,sy_bvmag,sy_bvmagerr,sy_bvmag_reflink,sy_rcmag,sy_rcmag_reflink,st_spectype,st_spectype_reflink,st_teff,st_tefferr,st_teff_reflink,st_lum,st_lumerr,st_lum_reflink,st_rad,st_diam,st_mass,st_met,st_meterr,st_met_reflink,st_logg,st_loggerr,st_logg_reflink,st_log_rhk,st_log_rhk_reflink,st_eei_orbsep,st_eei_angsep,st_etwin_bratio,st_etwin_rcmag,st_eei_orbper,st_etwin_rvamp,st_etwin_astamp,wds_designation,wds_comp,wds_sep,wds_deltamag,sy_disks_flag,sy_disks_flag_reflink,sy_planets_flag,sy_pnum,target_group
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 172954294"" target=_blank>TIC 172954294</a>",HIP 49081,A,HD 86728 A,HR 3951 A,GJ 376A,20 LMi A,20 Leo Minoris A,14.9263,150.2527370,31.9236703,66.9958,0.0921,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.378,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.676,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",G4IV,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5743,14,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.1392,0.0085,"<a href=""https://ui.adsabs.harvard.edu/abs/2012ApJ...757..112B/abstract"" target=_blank>2012ApJ...757..112B</a>",1.186,0.739,1.00,0.200,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.300,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-5.130,"<a href=""https://ui.adsabs.harvard.edu/abs/2018ApJ...855...75R/abstract"" target=_blank>2018ApJ...855...75R</a>",1.174,78.65,8.40e-11,30.20,464.6,8.31,0.236,10010+3155,A,134.40,10.60,N,,N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 371520835"" target=_blank>TIC 371520835</a>",HIP 49908,,HD 88230,,GJ 380,,Groombridge 1618,4.8706,152.8422498,49.4542364,205.3148,0.0224,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",6.550,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",1.326,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.670,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",K7V,"<a href=""https://ui.adsabs.harvard.edu/abs/1991ApJS...77..417K/abstract"" target=_blank>1991ApJS...77..417K</a>",4097,40,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.9882,0.0090,"<a href=""https://ui.adsabs.harvard.edu/abs/2017ApJ...836...77Y/abstract"" target=_blank>2017ApJ...836...77Y</a>",0.636,1.215,0.63,0.210,0.060,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.640,0.08,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.617,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",0.321,65.82,1.13e-09,28.04,83.5,20.03,0.314,10114+4927,A,162.30,2.28,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 95431211"" target=_blank>TIC 95431211</a>",HIP 50564,,HD 89449,HR 4054,GJ 9324,40 Leo,40 Leonis,21.2199,154.9340300,19.4709128,47.1255,0.1679,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.792,0.001,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.450,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",4.485,estimated,F6IV-V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",6410,76,"<a href=""https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract"" target=_blank>2018A&A...616A...1G</a>",0.6272,0.0181,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.669,0.732,1.35,0.090,0.030,"<a href=""https://ui.adsabs.harvard.edu/abs/2016ApJ...826..171G/abstract"" target=_blank>2016ApJ...826..171G</a>",4.123,0.08,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",-4.749,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",2.059,97.02,2.73e-11,30.89,928.6,5.40,0.216,10197+1928,A,,,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 453620177"" target=_blank>TIC 453620177</a>",HIP 50954,,HD 90589,HR 4102,GJ 391,,HD 90589,16.2232,156.0987749,-74.0316121,61.6400,0.1200,"<a href=""https://ui.adsabs.harvard.edu/abs/2007A&A...474..653V/abstract"" target=_blank>2007A&A...474..653V</a>",3.990,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.361,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",3.760,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F3V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6905,80,"<a href=""https://ui.adsabs.harvard.edu/abs/2011A&A...530A.138C/abstract"" target=_blank>2011A&A...530A.138C</a>",0.7128,0.0178,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.587,0.910,1.43,0.050,0.060,"<a href=""https://ui.adsabs.harvard.edu/abs/2016ApJ...826..171G/abstract"" target=_blank>2016ApJ...826..171G</a>",4.228,0.09,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",-4.685,"<a href=""https://ui.adsabs.harvard.edu/abs/2009A&A...493.1099S/abstract"" target=_blank>2009A&A...493.1099S</a>",2.272,140.04,2.24e-11,30.38,1046.0,4.99,0.294,,,,,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 416519065"" target=_blank>TIC 416519065</a>",HIP 51459,A,HD 90839,HR 4112 A,GJ 395,36 UMa A,36 Ursae Majoris A,12.9452,157.6565803,55.9805388,77.2485,0.0805,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.820,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.518,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",4.510,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",F8V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",6164,21,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.2055,0.0114,"<a href=""https://ui.adsabs.harvard.edu/abs/2012ApJ...757..112B/abstract"" target=_blank>2012ApJ...757..112B</a>",1.111,0.798,1.18,-0.120,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.430,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.775,"<a href=""https://ui.adsabs.harvard.edu/abs/2018A&A...616A.108B/abstract"" target=_blank>2018A&A...616A.108B</a>",1.267,97.87,7.21e-11,29.87,479.5,7.36,0.249,10306+5559,A,122.80,3.98,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 367631379"" target=_blank>TIC 367631379</a>",HIP 51502,A,HD 90089 A,HR 4084 A,GJ 9330A,,HD 90089 A,22.7302,157.7696164,82.5586517,43.9944,0.2712,"<a href=""https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract"" target=_blank>2018A&A...616A...1G</a>",5.250,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.370,0.000,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",4.989,estimated,F4VkF2mF2,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",6758,90,"<a href=""https://ui.adsabs.harvard.edu/abs/2011A&A...530A.138C/abstract"" target=_blank>2011A&A...530A.138C</a>",0.5124,0.0194,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.316,0.538,1.39,-0.160,0.050,"<a href=""https://ui.adsabs.harvard.edu/abs/2016ApJ...826..171G/abstract"" target=_blank>2016ApJ...826..171G</a>",4.389,0.09,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",-4.550,"<a href=""https://ui.adsabs.harvard.edu/abs/2010A&A...521A..12M/abstract"" target=_blank>2010A&A...521A..12M</a>",1.804,79.36,3.56e-11,31.11,750.5,5.68,0.171,10311+8234,A,13.50,7.70,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.3046S/abstract"" target=_blank>2018MNRAS.475.3046S</a>",N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 447823435"" target=_blank>TIC 447823435</a>",HIP 51523,,HD 91324,HR 4134,GJ 9332,,HD 91324,22.0616,157.8409203,-53.7154836,45.3276,0.0662,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.897,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.500,0.000,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",4.590,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",F9V Fe-0.8 CH-0.7,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6155,24,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.6437,0.0147,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.845,0.778,1.16,-0.400,0.050,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",3.830,0.09,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.970,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...658A..57M/abstract"" target=_blank>2022A&A...658A..57M</a>",2.098,95.10,2.63e-11,31.04,1030.7,5.77,0.246,10314-5343,A,80.90,3.63,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 21535479"" target=_blank>TIC 21535479</a>",HIP 53721,,HD 95128,HR 4277,GJ 407,47 UMa,Chalawan,13.8875,164.8665531,40.4302557,72.0070,0.0974,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.037,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.624,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.700,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",G1.5IV-V Fe-1,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5880,10,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.1978,0.0118,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.210,0.810,1.07,0.020,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.300,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-5.060,"<a href=""https://ui.adsabs.harvard.edu/abs/2018ApJ...855...75R/abstract"" target=_blank>2018ApJ...855...75R</a>",1.256,90.42,7.34e-11,30.04,496.9,7.76,0.254,,,,,N,,Y,3,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 166646191"" target=_blank>TIC 166646191</a>",HIP 54035,,HD 95735,,GJ 411,,Lalande 21185,2.5461,165.8341451,35.9698823,392.7529,0.0321,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",7.421,0.001,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",1.502,0.014,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",6.400,"<a href=""https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.2863H/abstract"" target=_blank>2015MNRAS.454.2863H</a>",M2V,"<a href=""https://ui.adsabs.harvard.edu/abs/1991ApJS...77..417K/abstract"" target=_blank>1991ApJS...77..417K</a>",3601,51,"<a href=""https://ui.adsabs.harvard.edu/abs/2019A&A...625A..68S/abstract"" target=_blank>2019A&A...625A..68S</a>",-1.7004,0.0100,"<a href=""https://ui.adsabs.harvard.edu/abs/2017ApJ...836...77Y/abstract"" target=_blank>2017ApJ...836...77Y</a>",0.363,1.325,0.44,-0.420,0.070,"<a href=""https://ui.adsabs.harvard.edu/abs/2005MNRAS.356..963W/abstract"" target=_blank>2005MNRAS.356..963W</a>",4.870,0.07,"<a href=""https://ui.adsabs.harvard.edu/abs/2019A&A...625A..68S/abstract"" target=_blank>2019A&A...625A..68S</a>",-5.451,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.141,55.45,5.81e-09,26.99,29.2,36.11,0.379,,,,,N,,Y,2,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 57611256"" target=_blank>TIC 57611256</a>",HIP 56452,A,HD 100623 A,HR 4458 A,GJ 432A,20 Crt A,20 Crateris A,9.5590,173.6228602,-32.8313397,104.6133,0.0277,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.956,0.001,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.811,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.525,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",K0-V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",5196,23,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.4318,0.0123,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.751,0.730,0.88,-0.400,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.600,0.04,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.913,"<a href=""https://ui.adsabs.harvard.edu/abs/2010ApJ...725..875I/abstract"" target=_blank>2010ApJ...725..875I</a>",0.608,63.63,3.13e-10,29.29,184.7,12.30,0.217,11345-3250,A,15.10,8.92,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 101641846"" target=_blank>TIC 101641846</a>",HIP 56997,,HD 101501,HR 4496,GJ 434,61 UMa,61 Ursae Majoris,9.5762,175.2625678,34.2016338,104.4252,0.1005,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.308,0.001,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.723,0.014,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.910,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",G8V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5491,24,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.2154,0.0064,"<a href=""https://ui.adsabs.harvard.edu/abs/2012ApJ...757..112B/abstract"" target=_blank>2012ApJ...757..112B</a>",0.862,0.837,0.94,-0.050,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.540,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.546,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.780,81.49,1.90e-10,29.21,259.7,10.51,0.260,11411+3412,A,158.90,5.96,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 454082369"" target=_blank>TIC 454082369</a>",HIP 57443,A,HD 102365,HR 4523,GJ 442A,,HD 102365,9.3195,176.6294689,-40.5003572,107.3024,0.0873,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.893,0.002,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.664,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.525,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",G2V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",5618,14,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.0737,0.0111,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.970,0.968,1.02,-0.310,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.440,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.931,"<a href=""https://ui.adsabs.harvard.edu/abs/2010ApJ...725..875I/abstract"" target=_blank>2010ApJ...725..875I</a>",0.919,98.58,1.37e-10,29.18,318.5,9.30,0.290,11467-4029,A,22.70,9.60,N,,Y,1,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 366661076"" target=_blank>TIC 366661076</a>",HIP 57757,,HD 102870,HR 4540,GJ 449,bet Vir,Zavijava,10.9290,177.6738271,1.7647226,91.5000,0.2200,"<a href=""https://ui.adsabs.harvard.edu/abs/2007A&A...474..653V/abstract"" target=_blank>2007A&A...474..653V</a>",3.602,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.552,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",3.280,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F9V,"<a href=""https://ui.adsabs.harvard.edu/abs/1973ARA&A..11...29M/abstract"" target=_blank>1973ARA&A..11...29M</a>",6123,9,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.5529,0.0063,"<a href=""https://ui.adsabs.harvard.edu/abs/2012ApJ...757..112B/abstract"" target=_blank>2012ApJ...757..112B</a>",1.679,1.429,1.14,0.130,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.130,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.880,"<a href=""https://ui.adsabs.harvard.edu/abs/2010ApJ...725..875I/abstract"" target=_blank>2010ApJ...725..875I</a>",1.890,172.93,3.24e-11,29.50,888.9,6.13,0.456,11507+0146,A,326.60,7.99,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2016A&A...593A..51M/abstract"" target=_blank>2016A&A...593A..51M</a>",N,0,C
