# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jul 15 22:56:14 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-418 b,Kepler-418,1,2,Transit,2014,Kepler,0,86.67856000,0.377900,13.450,1.200,349.61125,1.10000,Mass,0.200000,8.88,434,0,84.400000,,5820.00,1.09,0.98,-0.050,[M/H],0.111,4.35,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000,14.8240000,13.1030000,14.6490000
Kepler-418 c,Kepler-418,1,2,Transit,2021,Kepler,0,12.21829987,0.102400,5.221,0.466,23.70000,0.07470,M-R relationship,0.000000,114.59,835,0,18.000000,,5822.00,1.08,0.96,-0.060,[Fe/H],0.111,4.35,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000,14.8240000,13.1030000,14.6490000
Kepler-419 b,Kepler-419,1,2,Transit,2014,Kepler,0,69.75460000,0.370000,10.800,0.960,794.50000,2.50000,Mass,0.833000,37.42,613,1,152.089000,,6430.00,1.74,1.39,0.176,[Fe/H],0.727,4.10,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000,13.0890000,11.8590000,12.9642000
Kepler-419 c,Kepler-419,1,2,Transit Timing Variations,2014,Kepler,0,675.47000000,1.680000,12.600,1.130,2320.10000,7.30000,Mass,0.184000,,,0,,,6430.00,1.74,1.39,0.176,[Fe/H],0.713,4.10,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000,13.0890000,11.8590000,12.9642000
Kepler-42 b,Kepler-42,1,3,Transit,2011,Kepler,0,1.21376720,0.011600,0.780,0.070,0.39900,0.00126,M-R relationship,0.040000,22.39,519,0,12.100000,M,3068.00,0.17,0.13,-0.330,[M/H],-2.620,5.11,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,16.7000000,11.4650000,14.9931000
Kepler-42 c,Kepler-42,1,3,Transit,2011,Kepler,0,0.45328509,0.006000,0.730,0.065,0.31500,0.00099,M-R relationship,0.000000,82.12,720,0,4.440000,M,3068.00,0.17,0.13,-0.330,[M/H],-2.620,5.11,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,16.7000000,11.4650000,14.9931000
Kepler-42 d,Kepler-42,1,3,Transit,2011,Kepler,0,1.86516900,0.015400,0.570,0.051,0.13000,0.00041,M-R relationship,0.020000,12.54,450,0,37.020000,M,3068.00,0.17,0.13,-0.330,[M/H],-2.620,5.11,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,16.7000000,11.4650000,14.9931000
Kepler-421 b,Kepler-421,1,1,Transit,2014,Kepler,0,704.19840000,1.219000,4.160,0.371,16.10000,0.05080,M-R relationship,0.041000,0.23,185,0,346.000000,G9/K0,5308.00,0.76,0.79,-0.250,[Fe/H],-0.398,4.61,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000,13.6110000,11.5350000,13.3477000
Kepler-422 b,Kepler-422,1,1,Transit,2014,Kepler,0,7.89144830,0.082000,12.890,1.150,136.66000,0.43000,Mass,0.000000,264.98,1028,0,14.784000,,5972.00,1.24,1.15,0.230,[Fe/H],0.240,4.31,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000,13.5240000,12.0410000,13.4233000
Kepler-423 b,Kepler-423,1,1,Transit,2014,Kepler,0,2.68432850,0.035850,13.361,1.192,189.10100,0.59500,Mass,0.019000,649.15,1605,0,8.106000,G4 V,5560.00,0.95,0.85,-0.100,[M/H],-0.018,4.41,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000,14.4620000,12.7790000,14.2800000
Kepler-424 b,Kepler-424,1,2,Transit,2014,Kepler,0,3.31186440,0.044000,9.980,0.890,327.35000,1.03000,Mass,0.000000,470.75,1116,0,11.209000,,5460.00,0.94,1.01,0.440,[Fe/H],-0.150,4.50,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000,14.4290000,12.4700000,14.2290000
Kepler-424 c,Kepler-424,1,2,Radial Velocity,2014,McDonald Observatory,0,223.30000000,0.730000,12.700,1.130,2215.18000,6.97000,Msini,,,,0,,,5460.00,0.94,1.01,0.440,[Fe/H],-0.150,4.50,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000,14.4290000,12.4700000,14.2290000
Kepler-425 b,Kepler-425,1,1,Transit,2014,Kepler,0,3.79701816,0.046400,10.962,0.978,79.45000,0.25000,Mass,0.330000,229.04,1070,0,11.600000,K1 V,5170.00,0.86,0.93,0.240,[Fe/H],-0.323,4.54,19h21m25.91s,290.3579781,+40d34m03.71s,40.5676965,646.6470000,14.8450000,12.8060000,14.7301000
Kepler-426 b,Kepler-426,1,1,Transit,2014,Kepler,0,3.21751883,0.041400,12.220,1.090,108.06000,0.34000,Mass,0.180000,410.72,1300,0,9.670000,G1 V,5725.00,0.92,0.91,-0.210,[Fe/H],-0.089,4.47,19h17m44.32s,289.4346668,+49d28m24.44s,49.4734550,843.6950000,15.0320000,13.2120000,14.8069000
Kepler-427 b,Kepler-427,1,1,Transit,2014,Kepler,0,10.29099400,0.091000,13.790,1.230,92.17000,0.29000,Mass,0.570000,208.72,1100,0,14.200000,G2 V,5800.00,1.35,0.96,-0.190,[Fe/H],0.290,4.14,19h13m01.10s,288.2545808,+43d42m17.42s,43.7048379,1017.8000000,14.3010000,12.7770000,14.1964000
Kepler-428 b,Kepler-428,1,1,Transit,2014,Kepler,0,3.52563254,0.043300,12.110,1.080,403.63000,1.27000,Mass,0.220000,195.09,1070,0,11.650000,K1 V,5150.00,0.80,0.87,0.090,[Fe/H],-0.390,4.57,19h22m19.62s,290.5817432,+40d34m38.32s,40.5773106,686.2840000,15.3620000,13.2340000,15.2218000
Kepler-43 b,Kepler-43,1,1,Transit,2011,Kepler,0,3.02409490,0.046000,13.664,1.219,1026.59090,3.23000,Mass,0.017000,1138.12,1620,0,6.975000,F8 V,6041.00,1.42,1.32,0.330,[Fe/H],0.326,4.26,19h00m57.80s,285.2408288,+46d40m05.67s,46.6682411,1005.8400000,13.9860000,12.5490000,13.8894000
Kepler-430 b,Kepler-430,1,2,Transit,2015,Kepler,0,35.96800000,0.224400,3.250,0.290,10.60000,0.03340,M-R relationship,0.000000,40.84,667,0,102.460000,,5884.00,1.49,1.17,0.200,[Fe/H],0.312,4.15,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.4770000,13.9080000,12.3910000,13.8135000
Kepler-430 c,Kepler-430,1,2,Transit,2015,Kepler,0,110.97900000,0.475700,1.750,0.160,3.71000,0.01170,M-R relationship,0.000000,9.10,458,0,66.100000,,5884.00,1.49,1.17,0.200,[Fe/H],0.312,4.15,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.4770000,13.9080000,12.3910000,13.8135000
Kepler-431 b,Kepler-431,1,3,Transit,2015,Kepler,0,6.80300000,0.071900,0.764,0.068,0.37000,0.00117,M-R relationship,0.000000,577.54,1032,0,4.600000,,6004.00,1.09,1.07,0.070,[Fe/H],0.498,4.40,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,12.1390000,10.6490000,11.9291000
Kepler-431 c,Kepler-431,1,3,Transit,2015,Kepler,0,8.70300000,0.084700,0.668,0.060,0.22900,0.00072,M-R relationship,0.000000,415.55,951,0,6.650000,,6004.00,1.09,1.07,0.070,[Fe/H],0.498,4.40,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,12.1390000,10.6490000,11.9291000
Kepler-431 d,Kepler-431,1,3,Transit,2015,Kepler,0,11.92200000,0.104500,1.110,0.100,1.41000,0.00444,M-R relationship,0.000000,272.84,856,0,4.600000,,6004.00,1.09,1.07,0.070,[Fe/H],0.498,4.40,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,12.1390000,10.6490000,11.9291000
Kepler-432 b,Kepler-432,2,2,Transit,2015,Kepler,0,52.50112900,0.301000,12.834,1.145,1719.46030,5.41000,Mass,0.513400,97.85,812,0,15.688700,,4995.00,4.06,1.32,-0.070,[m/H],0.926,3.35,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.0230000,12.3980000,10.1210000,12.1822000
Kepler-432 c,Kepler-432,2,2,Radial Velocity,2015,Fred Lawrence Whipple Observatory,0,406.20000000,,13.300,1.180,772.32690,2.43000,Msini,0.498000,,,0,,,4995.00,4.06,1.32,-0.070,[m/H],0.926,3.35,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.0230000,12.3980000,10.1210000,12.1822000
Kepler-433 b,Kepler-433,1,1,Transit,2015,Kepler,0,5.33408384,0.067900,16.250,1.450,896.24000,2.82000,Mass,0.119000,1682.66,1776,0,6.440000,,6360.00,2.26,1.46,-0.010,[Fe/H],0.880,3.89,19h50m22.47s,297.5936232,+40d58m38.12s,40.9772546,1878.3100000,14.7170000,12.8260000,14.4163000
Kepler-434 b,Kepler-434,1,1,Transit,2015,Kepler,0,12.87470990,0.114300,12.670,1.130,908.96000,2.86000,Mass,0.131000,158.28,1000,0,17.900000,,5977.00,1.38,1.20,0.250,[Fe/H],0.330,4.24,19h34m20.73s,293.5863887,+42d55m43.90s,42.9288624,1222.5400000,14.4900000,13.0390000,14.4999000
Kepler-435 b,Kepler-435,1,1,Transit,2015,Kepler,0,8.60015360,0.094800,22.310,1.990,266.97000,0.84000,Mass,0.114000,677.92,1729,0,6.350000,,6161.00,3.21,1.54,-0.180,[Fe/H],1.129,3.61,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.7700000,13.7040000,12.2910000,13.6040000
Kepler-436 b,Kepler-436,1,2,Transit,2015,Kepler,0,64.00205000,0.339000,2.730,0.240,7.90000,0.02490,M-R relationship,0.190000,1.69,322,0,104.000000,,4651.00,0.70,0.73,0.010,[Fe/H],-0.701,4.62,20h06m52.99s,301.7207775,+44d24m43.51s,44.4120856,588.8670000,15.9710000,13.3330000,15.8616000
Kepler-436 c,Kepler-436,1,2,Transit,2016,Kepler,0,16.79713874,0.115800,2.330,0.208,6.04000,0.01900,M-R relationship,0.000000,14.52,503,0,40.790000,,4685.00,0.71,0.75,0.020,[Fe/H],-0.731,4.62,20h06m52.99s,301.7207775,+44d24m43.51s,44.4120856,588.8670000,15.9710000,13.3330000,15.8616000
Kepler-437 b,Kepler-437,1,1,Transit,2015,Kepler,0,66.65062000,0.288000,2.140,0.190,5.22000,0.01640,M-R relationship,0.020000,2.15,308,0,91.000000,,4551.00,0.68,0.71,0.000,[Fe/H],-0.762,4.63,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,304.0000000,14.6280000,11.8470000,14.3622000
Kepler-438 b,Kepler-438,1,1,Transit,2015,Kepler,0,35.23319000,0.166000,1.120,0.100,1.46000,0.00459,M-R relationship,0.030000,1.40,288,0,73.000000,,3748.00,0.52,0.54,0.160,[Fe/H],-1.357,4.74,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,195.9428717,15.1040000,11.1990000,14.4852000
Kepler-439 b,Kepler-439,1,1,Transit,2015,Kepler,0,178.13960000,0.563000,2.240,0.200,5.65000,0.01780,M-R relationship,0.030000,1.83,291,0,142.000000,,5431.00,0.87,0.88,0.020,[Fe/H],-0.236,4.51,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.0480000,14.6540000,12.9190000,14.5454000
Kepler-44 b,Kepler-44,1,1,Transit,2011,Kepler,0,3.24672930,0.044600,12.220,1.090,317.82000,1.00000,Mass,0.066000,1109.22,1544,0,7.070000,G2 IV,5800.00,1.35,1.12,0.150,[Fe/H],0.347,4.22,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0000000,14.8030000,12.8780000,14.6901000
Kepler-440 b,Kepler-440,1,1,Transit,2015,Kepler,0,101.11141000,0.242000,1.860,0.170,4.12000,0.01300,M-R relationship,0.340000,1.20,229,0,99.000000,,4134.00,0.56,0.57,-0.300,[Fe/H],-1.102,4.71,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.0300000,15.6370000,12.1210000,15.1058000
Kepler-441 b,Kepler-441,1,1,Transit,2015,Kepler,0,207.24820000,0.640000,1.640,0.150,3.33000,0.01050,M-R relationship,0.100000,0.21,189,0,260.000000,,4340.00,0.55,0.57,-0.570,[Fe/H],-1.051,4.71,18h58m16.07s,284.5669540,+49d00m45.75s,49.0127077,268.0030000,15.5670000,12.2880000,15.1350000
Kepler-442 b,Kepler-442,1,1,Transit,2015,Kepler,0,112.30530000,0.409000,1.340,0.120,2.36000,0.00742,M-R relationship,0.040000,0.66,241,0,146.000000,,4402.00,0.60,0.61,-0.370,[Fe/H],-0.932,4.67,19h01m27.98s,285.3666029,+39d16m48.25s,39.2800704,365.9650000,15.3220000,12.4880000,14.9304000
Kepler-443 b,Kepler-443,1,1,Transit,2015,Kepler,0,177.66930000,0.495000,2.330,0.210,6.04000,0.01900,M-R relationship,0.110000,0.86,233,0,151.000000,,4723.00,0.71,0.74,-0.010,[Fe/H],-0.664,4.61,19h14m26.52s,288.6104839,+49d58m06.76s,49.9685458,802.2710000,16.2070000,13.8150000,15.9005000
Kepler-444 b,Kepler-444,3,5,Transit,2015,Kepler,0,3.60010530,0.041780,0.403,0.036,0.03740,0.00012,M-R relationship,0.160000,225.74,938,0,11.951000,K,5046.00,0.75,0.76,-0.550,[Fe/H],-0.425,4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,8.8700000,6.7030000,8.6432510
Kepler-444 c,Kepler-444,3,5,Transit,2015,Kepler,0,4.54588410,0.048810,0.497,0.044,0.07930,0.00025,M-R relationship,0.310000,165.73,868,0,13.961000,K,5046.00,0.75,0.76,-0.550,[Fe/H],-0.425,4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,8.8700000,6.7030000,8.6432510
Kepler-444 d,Kepler-444,3,5,Transit,2015,Kepler,0,6.18939200,0.060000,0.530,0.047,0.20000,0.00063,Mass,0.180000,109.64,783,0,17.151000,K,5046.00,0.75,0.76,-0.550,[Fe/H],-0.425,4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,8.8700000,6.7030000,8.6432510
Kepler-444 e,Kepler-444,3,5,Transit,2015,Kepler,0,7.74349300,0.069600,0.546,0.049,0.10000,0.00031,Mass,0.100000,81.34,727,0,19.913000,K,5046.00,0.75,0.76,-0.550,[Fe/H],-0.425,4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,8.8700000,6.7030000,8.6432510
Kepler-444 f,Kepler-444,3,5,Transit,2015,Kepler,0,9.74048600,0.081100,0.741,0.066,0.33200,0.00104,M-R relationship,0.290000,59.91,673,0,23.205000,K,5046.00,0.75,0.76,-0.550,[Fe/H],-0.425,4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.6318840,36.4396000,8.8700000,6.7030000,8.6432510
Kepler-445 b,Kepler-445,1,3,Transit,2015,Kepler,0,2.98415100,0.021700,1.580,0.140,3.12000,0.00982,M-R relationship,0.000000,17.66,401,0,21.940000,M4,3157.00,0.21,0.18,0.270,[Fe/H],-2.100,4.93,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.2010000,18.1900000,12.6100000,16.7157000
Kepler-445 c,Kepler-445,1,3,Transit,2015,Kepler,0,4.87122900,0.030100,2.510,0.220,6.85000,0.02150,M-R relationship,0.000000,9.18,341,0,30.210000,M4,3157.00,0.21,0.18,0.270,[Fe/H],-2.100,4.93,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.2010000,18.1900000,12.6100000,16.7157000
Kepler-445 d,Kepler-445,1,3,Transit,2015,Kepler,0,8.15275000,0.043900,1.250,0.110,2.10000,0.00660,M-R relationship,0.000000,4.31,305,0,42.950000,M4,3157.00,0.21,0.18,0.270,[Fe/H],-2.100,4.93,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.2010000,18.1900000,12.6100000,16.7157000
Kepler-446 b,Kepler-446,1,3,Transit,2015,Kepler,0,1.56540900,0.018200,1.500,0.130,2.86000,0.00899,M-R relationship,0.000000,16.21,648,0,14.200000,M4,3359.00,0.24,0.22,-0.300,[Fe/H],-2.248,5.03,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.3390000,17.5041000,12.8270000,16.3101000
Kepler-446 c,Kepler-446,1,3,Transit,2015,Kepler,0,3.03617900,0.028300,1.110,0.100,1.41000,0.00444,M-R relationship,0.000000,6.71,520,0,22.400000,M4,3359.00,0.24,0.22,-0.300,[Fe/H],-2.248,5.03,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.3390000,17.5041000,12.8270000,16.3101000
Kepler-446 d,Kepler-446,1,3,Transit,2015,Kepler,0,5.14892100,0.040300,1.350,0.120,2.39000,0.00752,M-R relationship,0.000000,3.31,436,0,31.600000,M4,3359.00,0.24,0.22,-0.300,[Fe/H],-2.248,5.03,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.3390000,17.5041000,12.8270000,16.3101000
Kepler-447 b,Kepler-447,1,1,Transit,2015,Kepler,0,7.79430132,0.076900,18.490,1.650,435.41000,1.37000,Mass,0.123000,119.04,882,0,20.410000,G8 V,5493.00,1.05,1.00,0.070,[Fe/H],-0.190,4.40,19h01m04.45s,285.2685283,+48d33m35.58s,48.5598835,268.0410000,12.5200000,10.8060000,12.3795000
Kepler-448 c,KOI-12,1,2,Transit Timing Variations,2017,Kepler,0,2500.00000000,4.200000,12.000,1.070,6992.26000,22.00000,Mass,0.650000,,,0,,,6466.33,1.40,1.50,0.081,[M/H],0.574,4.31,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.3980000,11.5100000,10.2340000,11.2535000
Kepler-449 b,Kepler-449,1,2,Transit,2015,Kepler,0,12.58242000,0.102700,2.056,0.183,4.88000,0.01540,M-R relationship,0.030000,167.41,917,0,9.480000,,5649.18,1.47,1.02,-0.165,[M/H],0.296,4.09,19h34m55.87s,293.7327870,+41d54m02.29s,41.9006366,241.9490000,11.4480000,9.7010000,11.2263000
Kepler-449 c,Kepler-449,1,2,Transit,2015,Kepler,0,33.67270000,0.197900,2.764,0.247,8.07000,0.02540,M-R relationship,0.050000,45.09,661,0,18.270000,,5649.18,1.47,1.02,-0.165,[M/H],0.296,4.09,19h34m55.87s,293.7327870,+41d54m02.29s,41.9006366,241.9490000,11.4480000,9.7010000,11.2263000
Kepler-45 b,Kepler-45,1,1,Transit,2011,Kepler,0,2.45523900,0.030000,10.760,0.960,160.49700,0.50500,Mass,0.110000,68.37,1000,0,10.600000,M,3820.00,0.55,0.59,0.280,[Fe/H],-1.276,4.70,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.9490000,16.7440000,12.8920000,15.9804000
Kepler-450 b,Kepler-450,1,3,Transit,2015,Kepler,0,28.45485100,0.199300,6.140,0.548,19.40000,0.06104,Mass,0.020000,94.33,769,0,26.383000,,6197.21,1.64,1.19,0.128,[M/H],0.554,4.08,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.9820000,11.9910000,10.4290000,11.6525000
Kepler-450 c,Kepler-450,1,3,Transit,2015,Kepler,0,15.41313500,0.132400,2.620,0.234,12.50000,0.03933,Mass,0.020000,213.73,944,0,17.531000,,6197.21,1.64,1.19,0.128,[M/H],0.554,4.08,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.9820000,11.9910000,10.4290000,11.6525000
Kepler-450 d,Kepler-450,1,3,Transit,2015,Kepler,0,7.51464000,0.082000,0.837,0.075,17.60000,0.05538,Mass,0.140000,557.21,1199,0,10.859000,,6197.21,1.64,1.19,0.128,[M/H],0.554,4.08,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.9820000,11.9910000,10.4290000,11.6525000
Kepler-451 c,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022,Multiple Observatories,0,1460.00000000,,13.500,1.210,511.70374,1.61000,Msini,0.290000,,,0,,,29564.00,0.20,0.48,-0.092,[Fe/H],1.450,5.51,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.3320000,12.6510000,12.9550000,12.1376000
Kepler-451 d,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022,Multiple Observatories,0,43.00000000,,13.500,1.200,559.37800,1.76000,Msini,0.000000,,,0,,,29564.00,0.20,0.48,-0.092,[Fe/H],1.450,5.51,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.3320000,12.6510000,12.9550000,12.1376000
Kepler-452 b,Kepler-452,1,1,Transit,2015,Kepler,1,384.84300000,1.046000,1.630,0.145,3.29000,0.01040,M-R relationship,0.000000,1.10,265,0,281.600000,G2,5757.00,1.11,1.04,0.210,[Fe/H],0.084,4.32,19h44m00.90s,296.0037520,+44d16m39.31s,44.2775861,551.7270000,13.5400000,11.8520000,13.4048000
Kepler-453 b,Kepler-453,2,1,Transit,2015,Kepler,0,240.50300000,0.790300,6.204,0.553,16.00000,0.05034,Mass,0.035900,,,0,,,5527.00,0.83,0.94,0.090,[m/H],-0.221,4.57,18h52m57.92s,283.2413322,+46d22m42.49s,46.3784691,442.8460000,13.6720000,11.9200000,13.5227000
Kepler-454 b,Kepler-454,2,3,Transit,2015,Kepler,0,10.57375340,0.095280,2.370,0.211,5.40000,0.01699,Mass,0.320000,117.70,916,0,18.293000,,5687.00,1.07,1.03,0.320,[Fe/H],0.053,4.40,19h09m54.88s,287.4786474,+38d13m44.67s,38.2290751,230.8690000,11.5670000,9.9680000,11.4395000
Kepler-454 c,Kepler-454,2,3,Radial Velocity,2015,Multiple Facilities,0,524.19000000,1.287000,12.900,1.150,1433.40612,4.51000,Msini,0.005300,,,0,,,5687.00,1.07,1.03,0.320,[Fe/H],0.032,4.37,19h09m54.88s,287.4786474,+38d13m44.67s,38.2290751,230.8690000,11.5670000,9.9680000,11.4395000
Kepler-454 d,Kepler-454,2,3,Radial Velocity,2023,Roque de los Muchachos Observatory,0,4073.00000000,5.100000,13.300,1.190,734.18362,2.31000,Msini,0.089000,,,0,,,5687.00,1.07,1.03,0.320,[Fe/H],0.032,4.40,19h09m54.88s,287.4786474,+38d13m44.67s,38.2290751,230.8690000,11.5670000,9.9680000,11.4395000
Kepler-457 d,KOI-7892,1,3,Transit,2021,Kepler,0,10.69060040,0.099600,2.985,0.266,9.19000,0.02890,M-R relationship,0.000000,244.47,1008,0,12.440000,,6474.00,1.24,1.15,-0.160,[Fe/H],0.299,4.31,18h49m30.61s,282.3775397,+44d41m40.45s,44.6945690,1072.3000000,14.4110000,12.9660000,14.2165000
Kepler-458 c,KIC 9663113,1,2,Transit,2016,Kepler,0,20.74028413,0.154000,4.200,0.375,16.40000,0.05160,M-R relationship,0.000000,279.79,798,0,10.280000,,6117.21,2.22,1.15,0.144,[M/H],0.792,3.81,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.7400000,14.0270000,12.5020000,13.9075000
Kepler-46 b,Kepler-46,1,3,Transit,2012,Kepler,0,33.60134000,0.196800,9.057,0.808,1907.00000,6.00000,Mass,0.010000,10.90,543,1,45.100000,,5155.00,0.94,0.90,0.410,[M/H],-0.255,4.45,19h17m04.50s,289.2687388,+42d36m15.05s,42.6041819,777.0600000,15.3120000,13.3470000,15.2548000
Kepler-46 c,Kepler-46,1,3,Transit Timing Variations,2012,Kepler,0,57.01100000,0.279900,13.500,1.210,119.49900,0.37600,Mass,0.014600,,455,1,64.100000,,5155.00,0.94,0.90,0.410,[M/H],-0.255,4.45,19h17m04.50s,289.2687388,+42d36m15.05s,42.6041819,777.0600000,15.3120000,13.3470000,15.2548000
Kepler-46 d,Kepler-46,1,3,Transit,2014,Kepler,0,6.76658900,0.067000,1.640,0.146,3.33000,0.01050,M-R relationship,0.000000,92.35,845,1,15.800000,,5309.00,0.79,0.92,0.370,[Fe/H],-0.378,4.58,19h17m04.50s,289.2687388,+42d36m15.05s,42.6041819,777.0600000,15.3120000,13.3470000,15.2548000
Kepler-460 c,KIC 5437945,1,2,Transit,2016,Kepler,0,220.13033570,0.721100,5.520,0.492,26.10000,0.08210,M-R relationship,0.000000,5.40,389,0,81.481000,,6146.00,1.26,1.17,0.060,[Fe/H],0.641,4.30,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.0100000,13.8340000,12.3670000,13.7506000
Kepler-461 b,Kepler-461,1,1,Transit,2016,Kepler,0,8.31378306,0.082100,2.580,0.230,7.18000,0.02260,M-R relationship,0.000000,254.91,886,0,21.755000,,5634.00,0.91,0.98,0.040,[Fe/H],0.246,4.51,19h28m59.77s,292.2490563,+46d09m53.25s,46.1647909,692.1580000,13.4570000,11.9170000,13.3335000
Kepler-462 b,Kepler-462,1,2,Transit,2016,Kepler,0,84.68660000,0.417200,3.000,0.268,53.90000,0.16959,Mass,0.042000,31.27,611,0,65.554000,,7500.00,1.57,1.59,0.050,[Fe/H],0.926,4.22,19h59m17.08s,299.8211502,+43d48m51.41s,43.8142793,596.6250000,11.6320000,10.8510000,11.6145000
Kepler-462 c,Kepler-462,1,2,Transit,2020,Kepler,0,207.62000000,0.758400,4.000,0.357,6.00000,0.01888,Mass,0.110000,9.97,453,1,119.000000,,7500.00,1.57,1.59,0.050,[Fe/H],0.926,4.22,19h59m17.08s,299.8211502,+43d48m51.41s,43.8142793,596.6250000,11.6320000,10.8510000,11.6145000
