id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,type1,type2,ability1,ability2,ability3
735,gumshoos,146,7,142,45,88,110,60,55,60,gumshoos,gumshoos,True,881,normal,,stakeout,strong-jaw,adaptability
736,grubbin,60,4,44,46,47,62,45,55,45,grubbin,grubbin,True,883,bug,,swarm,,
737,charjabug,140,5,105,36,57,82,95,55,75,charjabug,charjabug,True,884,bug,electric,battery,,
738,vikavolt,250,15,450,43,77,70,90,145,75,vikavolt,vikavolt,True,885,bug,electric,levitate,,
739,crabrawler,68,6,70,63,47,82,57,42,47,crabrawler,crabrawler,True,887,fighting,,hyper-cutter,iron-fist,anger-point
740,crabominable,167,17,1800,43,97,132,77,62,67,crabominable,crabominable,True,888,fighting,ice,hyper-cutter,iron-fist,anger-point
741,oricorio-baile,167,6,34,93,75,70,70,98,70,oricorio-baile,oricorio,True,889,fire,flying,dancer,,
742,cutiefly,61,1,2,84,40,45,40,55,40,cutiefly,cutiefly,True,893,bug,fairy,honey-gather,shield-dust,sweet-veil
743,ribombee,162,2,5,124,60,55,60,95,70,ribombee,ribombee,True,894,bug,fairy,honey-gather,shield-dust,sweet-veil
744,rockruff,56,5,92,60,45,65,40,30,40,rockruff,rockruff,True,896,rock,,keen-eye,vital-spirit,steadfast
745,lycanroc-midday,170,8,250,112,75,115,65,55,65,lycanroc-midday,lycanroc,True,898,rock,,keen-eye,sand-rush,steadfast
746,wishiwashi-solo,61,2,3,40,45,20,20,25,25,wishiwashi-solo,wishiwashi,True,901,water,,schooling,,
747,mareanie,61,4,80,45,50,53,62,43,52,mareanie,mareanie,True,903,poison,water,merciless,limber,regenerator
748,toxapex,173,7,145,35,50,63,152,53,142,toxapex,toxapex,True,904,poison,water,merciless,limber,regenerator
749,mudbray,77,10,1100,45,70,100,70,45,55,mudbray,mudbray,True,905,ground,,own-tempo,stamina,inner-focus
750,mudsdale,175,25,9200,35,100,125,100,55,85,mudsdale,mudsdale,True,906,ground,,own-tempo,stamina,inner-focus
751,dewpider,54,3,40,27,38,40,52,40,72,dewpider,dewpider,True,907,water,bug,water-bubble,water-absorb,
752,araquanid,159,18,820,42,68,70,92,50,132,araquanid,araquanid,True,908,water,bug,water-bubble,water-absorb,
753,fomantis,50,3,15,35,40,55,35,50,35,fomantis,fomantis,True,910,grass,,leaf-guard,contrary,
754,lurantis,168,9,185,45,70,105,90,80,90,lurantis,lurantis,True,911,grass,,leaf-guard,contrary,
755,morelull,57,2,15,15,40,35,55,65,75,morelull,morelull,True,913,grass,fairy,illuminate,effect-spore,rain-dish
756,shiinotic,142,10,115,30,60,45,80,90,100,shiinotic,shiinotic,True,914,grass,fairy,illuminate,effect-spore,rain-dish
757,salandit,64,6,48,77,48,44,40,71,40,salandit,salandit,True,915,poison,fire,corrosion,oblivious,
758,salazzle,168,12,222,117,68,64,60,111,60,salazzle,salazzle,True,916,poison,fire,corrosion,oblivious,
759,stufful,68,5,68,50,70,75,50,45,50,stufful,stufful,True,918,normal,fighting,fluffy,klutz,cute-charm
760,bewear,175,21,1350,60,120,125,80,55,60,bewear,bewear,True,919,normal,fighting,fluffy,klutz,unnerve
761,bounsweet,42,3,32,32,42,30,38,30,38,bounsweet,bounsweet,True,920,grass,,leaf-guard,oblivious,sweet-veil
762,steenee,102,7,82,62,52,40,48,40,48,steenee,steenee,True,921,grass,,leaf-guard,oblivious,sweet-veil
763,tsareena,255,12,214,72,72,120,98,50,98,tsareena,tsareena,True,922,grass,,leaf-guard,queenly-majesty,sweet-veil
764,comfey,170,1,3,100,51,52,90,82,110,comfey,comfey,True,923,fairy,,flower-veil,triage,natural-cure
765,oranguru,172,15,760,60,90,60,80,90,110,oranguru,oranguru,True,924,normal,psychic,inner-focus,telepathy,symbiosis
766,passimian,172,20,828,80,100,120,90,40,60,passimian,passimian,True,925,fighting,,receiver,defiant,
767,wimpod,46,5,120,80,25,35,40,20,30,wimpod,wimpod,True,926,bug,water,wimp-out,,
768,golisopod,186,20,1080,40,75,125,140,60,90,golisopod,golisopod,True,927,bug,water,emergency-exit,,
769,sandygast,64,5,700,15,55,55,80,70,45,sandygast,sandygast,True,928,ghost,ground,water-compaction,sand-veil,
770,palossand,168,13,2500,35,85,75,110,100,75,palossand,palossand,True,929,ghost,ground,water-compaction,sand-veil,
771,pyukumuku,144,3,12,5,55,60,130,30,130,pyukumuku,pyukumuku,True,930,water,,innards-out,unaware,
772,type-null,107,19,1205,59,95,95,95,95,95,type-null,type-null,True,931,normal,,battle-armor,,
773,silvally,285,23,1005,95,95,95,95,95,95,silvally-normal,silvally,True,932,normal,,rks-system,,
774,minior-red-meteor,154,3,400,60,60,60,100,60,100,minior-red-meteor,minior,True,933,rock,flying,shields-down,,
775,komala,168,4,199,65,65,115,65,75,95,komala,komala,True,947,normal,,comatose,,
776,turtonator,170,20,2120,36,60,78,135,91,85,turtonator,turtonator,True,948,fire,dragon,shell-armor,,
777,togedemaru,152,3,33,96,65,98,63,40,73,togedemaru,togedemaru,True,949,electric,steel,iron-barbs,lightning-rod,sturdy
778,mimikyu-disguised,167,2,7,96,55,90,80,50,105,mimikyu-disguised,mimikyu,True,951,ghost,fairy,disguise,,
779,bruxish,166,9,190,92,68,105,70,70,70,bruxish,bruxish,True,955,water,psychic,dazzling,strong-jaw,wonder-skin
780,drampa,170,30,1850,36,78,60,85,135,91,drampa,drampa,True,956,normal,dragon,berserk,sap-sipper,cloud-nine
781,dhelmise,181,39,2100,40,70,131,100,86,90,dhelmise,dhelmise,True,957,ghost,grass,steelworker,,
782,jangmo-o,60,6,297,45,45,55,65,45,45,jangmo-o,jangmo-o,True,958,dragon,,bulletproof,soundproof,overcoat
783,hakamo-o,147,12,470,65,55,75,90,65,70,hakamo-o,hakamo-o,True,959,dragon,fighting,bulletproof,soundproof,overcoat
784,kommo-o,300,16,782,85,75,110,125,100,105,kommo-o,kommo-o,True,960,dragon,fighting,bulletproof,soundproof,overcoat
785,tapu-koko,285,18,205,130,70,115,85,95,75,tapu-koko,tapu-koko,True,962,electric,fairy,electric-surge,telepathy,
786,tapu-lele,285,12,186,95,70,85,75,130,115,tapu-lele,tapu-lele,True,963,psychic,fairy,psychic-surge,telepathy,
787,tapu-bulu,285,19,455,75,70,130,115,85,95,tapu-bulu,tapu-bulu,True,964,grass,fairy,grassy-surge,telepathy,
788,tapu-fini,285,13,212,85,70,75,115,95,130,tapu-fini,tapu-fini,True,965,water,fairy,misty-surge,telepathy,
789,cosmog,40,2,1,37,43,29,31,29,31,cosmog,cosmog,True,966,psychic,,unaware,,
790,cosmoem,140,1,9999,37,43,29,131,29,131,cosmoem,cosmoem,True,967,psychic,,sturdy,,
791,solgaleo,340,34,2300,97,137,137,107,113,89,solgaleo,solgaleo,True,968,psychic,steel,full-metal-body,,
792,lunala,340,40,1200,97,137,113,89,137,107,lunala,lunala,True,969,psychic,ghost,shadow-shield,,
793,nihilego,285,12,555,103,109,53,47,127,131,nihilego,nihilego,True,970,rock,poison,beast-boost,,
794,buzzwole,285,24,3336,79,107,139,139,53,53,buzzwole,buzzwole,True,971,bug,fighting,beast-boost,,
795,pheromosa,285,18,250,151,71,137,37,137,37,pheromosa,pheromosa,True,972,bug,fighting,beast-boost,,
796,xurkitree,285,38,1000,83,83,89,71,173,71,xurkitree,xurkitree,True,973,electric,,beast-boost,,
797,celesteela,285,92,9999,61,97,101,103,107,101,celesteela,celesteela,True,974,steel,flying,beast-boost,,
798,kartana,285,3,1,109,59,181,131,59,31,kartana,kartana,True,975,grass,steel,beast-boost,,
799,guzzlord,285,55,8880,43,223,101,53,97,53,guzzlord,guzzlord,True,976,dark,dragon,beast-boost,,
800,necrozma,300,24,2300,79,97,107,101,127,89,necrozma,necrozma,True,977,psychic,,prism-armor,,
801,magearna,300,10,805,65,80,95,115,130,115,magearna,magearna,True,981,steel,fairy,soul-heart,,
802,marshadow,300,7,222,125,90,125,80,90,90,marshadow,marshadow,True,983,fighting,ghost,technician,,
803,poipole,210,6,18,73,67,73,67,73,67,poipole,poipole,True,984,poison,,beast-boost,,
804,naganadel,270,36,1500,121,73,73,73,127,73,naganadel,naganadel,True,985,poison,dragon,beast-boost,,
805,stakataka,285,55,8200,13,61,131,211,53,101,stakataka,stakataka,True,986,rock,steel,beast-boost,,
806,blacephalon,285,18,130,107,53,127,53,151,79,blacephalon,blacephalon,True,987,fire,ghost,beast-boost,,
807,zeraora,300,15,445,143,88,112,75,102,80,zeraora,zeraora,True,988,electric,,volt-absorb,,
808,meltan,150,2,80,34,46,65,65,55,35,meltan,meltan,True,989,steel,,magnet-pull,,
809,melmetal,300,25,8000,34,135,143,143,80,65,melmetal,melmetal,True,990,steel,,iron-fist,,
810,grookey,62,3,50,65,50,65,50,40,40,grookey,grookey,True,991,grass,,overgrow,grassy-surge,
811,thwackey,147,7,140,80,70,85,70,55,60,thwackey,thwackey,True,992,grass,,overgrow,grassy-surge,
812,rillaboom,265,21,900,85,100,125,90,60,70,rillaboom,rillaboom,True,993,grass,,overgrow,grassy-surge,
813,scorbunny,62,3,45,69,50,71,40,40,40,scorbunny,scorbunny,True,994,fire,,blaze,libero,
814,raboot,147,6,90,94,65,86,60,55,60,raboot,raboot,True,995,fire,,blaze,libero,
815,cinderace,265,14,330,119,80,116,75,65,75,cinderace,cinderace,True,996,fire,,blaze,libero,
816,sobble,62,3,40,70,50,40,40,70,40,sobble,sobble,True,997,water,,torrent,sniper,
817,drizzile,147,7,115,90,65,60,55,95,55,drizzile,drizzile,True,998,water,,torrent,sniper,
818,inteleon,265,19,452,120,70,85,65,125,65,inteleon,inteleon,True,999,water,,torrent,sniper,
819,skwovet,55,3,25,25,70,55,55,35,35,skwovet,skwovet,True,1000,normal,,cheek-pouch,gluttony,
820,greedent,161,6,60,20,120,95,95,55,75,greedent,greedent,True,1001,normal,,cheek-pouch,gluttony,
821,rookidee,49,2,18,57,38,47,35,33,35,rookidee,rookidee,True,1002,flying,,keen-eye,unnerve,big-pecks
822,corvisquire,128,8,160,77,68,67,55,43,55,corvisquire,corvisquire,True,1003,flying,,keen-eye,unnerve,big-pecks
823,corviknight,248,22,750,67,98,87,105,53,85,corviknight,corviknight,True,1004,flying,steel,pressure,unnerve,mirror-armor
824,blipbug,36,4,80,45,25,20,20,25,45,blipbug,blipbug,True,1005,bug,,swarm,compound-eyes,telepathy
825,dottler,117,4,195,30,50,35,80,50,90,dottler,dottler,True,1006,bug,psychic,swarm,compound-eyes,telepathy
826,orbeetle,253,4,408,90,60,45,110,80,120,orbeetle,orbeetle,True,1007,bug,psychic,swarm,frisk,telepathy
827,nickit,49,6,89,50,40,28,28,47,52,nickit,nickit,True,1008,dark,,run-away,unburden,stakeout
828,thievul,159,12,199,90,70,58,58,87,92,thievul,thievul,True,1009,dark,,run-away,unburden,stakeout
829,gossifleur,50,4,22,10,40,40,60,40,60,gossifleur,gossifleur,True,1010,grass,,cotton-down,regenerator,effect-spore
830,eldegoss,161,5,25,60,60,50,90,80,120,eldegoss,eldegoss,True,1011,grass,,cotton-down,regenerator,effect-spore
831,wooloo,122,6,60,48,42,40,55,40,45,wooloo,wooloo,True,1012,normal,,fluffy,run-away,bulletproof
832,dubwool,172,13,430,88,72,80,100,60,90,dubwool,dubwool,True,1013,normal,,fluffy,steadfast,bulletproof
833,chewtle,57,3,85,44,50,64,50,38,38,chewtle,chewtle,True,1014,water,,strong-jaw,shell-armor,swift-swim
834,drednaw,170,10,1155,74,90,115,90,48,68,drednaw,drednaw,True,1015,water,rock,strong-jaw,shell-armor,swift-swim
835,yamper,54,3,135,26,59,45,50,40,50,yamper,yamper,True,1016,electric,,ball-fetch,rattled,
836,boltund,172,10,340,121,69,90,60,90,60,boltund,boltund,True,1017,electric,,strong-jaw,competitive,
837,rolycoly,48,3,120,30,30,40,50,40,50,rolycoly,rolycoly,True,1018,rock,,steam-engine,heatproof,flash-fire
838,carkol,144,11,780,50,80,60,90,60,70,carkol,carkol,True,1019,rock,fire,steam-engine,flame-body,flash-fire
839,coalossal,255,28,3105,30,110,80,120,80,90,coalossal,coalossal,True,1020,rock,fire,steam-engine,flame-body,flash-fire
840,applin,52,2,5,20,40,40,80,40,40,applin,applin,True,1021,grass,dragon,ripen,gluttony,bulletproof
841,flapple,170,3,10,70,70,110,80,95,60,flapple,flapple,True,1022,grass,dragon,ripen,gluttony,hustle
842,appletun,170,4,130,30,110,85,80,100,80,appletun,appletun,True,1023,grass,dragon,ripen,gluttony,thick-fat
843,silicobra,63,22,76,46,52,57,75,35,50,silicobra,silicobra,True,1024,ground,,sand-spit,shed-skin,sand-veil
844,sandaconda,179,38,655,71,72,107,125,65,70,sandaconda,sandaconda,True,1025,ground,,sand-spit,shed-skin,sand-veil
845,cramorant,166,8,180,85,70,85,55,85,95,cramorant,cramorant,True,1026,flying,water,gulp-missile,,
846,arrokuda,56,5,10,66,41,63,40,40,30,arrokuda,arrokuda,True,1029,water,,swift-swim,propeller-tail,
847,barraskewda,172,13,300,136,61,123,60,60,50,barraskewda,barraskewda,True,1030,water,,swift-swim,propeller-tail,
848,toxel,48,4,110,40,40,38,35,54,35,toxel,toxel,True,1031,electric,poison,rattled,static,klutz
849,toxtricity-amped,176,16,400,75,75,98,70,114,70,toxtricity-amped,toxtricity,True,1032,electric,poison,punk-rock,plus,technician
850,sizzlipede,61,7,10,45,50,65,45,50,50,sizzlipede,sizzlipede,True,1034,fire,bug,flash-fire,white-smoke,flame-body
851,centiskorch,184,30,1200,65,100,115,65,90,90,centiskorch,centiskorch,True,1035,fire,bug,flash-fire,white-smoke,flame-body
852,clobbopus,62,6,40,32,50,68,60,50,50,clobbopus,clobbopus,True,1036,fighting,,limber,technician,
853,grapploct,168,16,390,42,80,118,90,70,80,grapploct,grapploct,True,1037,fighting,,limber,technician,
854,sinistea,62,1,2,50,40,45,45,74,54,sinistea-phony,sinistea,True,1038,ghost,,weak-armor,cursed-body,
855,polteageist,178,2,4,70,60,65,65,134,114,polteageist-phony,polteageist,True,1039,ghost,,weak-armor,cursed-body,
856,hatenna,53,4,34,39,42,30,45,56,53,hatenna,hatenna,True,1040,psychic,,healer,anticipation,magic-bounce
857,hattrem,130,6,48,49,57,40,65,86,73,hattrem,hattrem,True,1041,psychic,,healer,anticipation,magic-bounce
858,hatterene,255,21,51,29,57,90,95,136,103,hatterene,hatterene,True,1042,psychic,fairy,healer,anticipation,magic-bounce
859,impidimp,53,4,55,50,45,45,30,55,40,impidimp,impidimp,True,1043,dark,fairy,prankster,frisk,pickpocket
860,morgrem,130,8,125,70,65,60,45,75,55,morgrem,morgrem,True,1044,dark,fairy,prankster,frisk,pickpocket
861,grimmsnarl,255,15,610,60,95,120,65,95,75,grimmsnarl,grimmsnarl,True,1045,dark,fairy,prankster,frisk,pickpocket
862,obstagoon,260,16,460,95,93,90,101,60,81,obstagoon,obstagoon,True,1046,dark,normal,reckless,guts,defiant
863,perrserker,154,8,280,50,70,110,100,50,60,perrserker,perrserker,True,1047,steel,,battle-armor,tough-claws,steely-spirit
864,cursola,179,10,4,30,60,95,50,145,130,cursola,cursola,True,1048,ghost,,weak-armor,perish-body,
865,sirfetchd,177,8,1170,65,62,135,95,68,82,sirfetchd,sirfetchd,True,1049,fighting,,steadfast,scrappy,
866,mr-rime,182,15,582,70,80,85,75,110,100,mr-rime,mr-rime,True,1050,ice,psychic,tangled-feet,screen-cleaner,ice-body
867,runerigus,169,16,666,30,58,95,145,50,105,runerigus,runerigus,True,1051,ground,ghost,wandering-spirit,,
868,milcery,54,2,3,34,45,40,40,50,61,milcery,milcery,True,1052,fairy,,sweet-veil,aroma-veil,
869,alcremie,173,3,5,64,65,60,75,110,121,alcremie-vanilla-cream-strawberry-sweet,alcremie,True,1053,fairy,,sweet-veil,aroma-veil,
870,falinks,165,30,620,75,65,100,100,70,60,falinks,falinks,True,1054,fighting,,battle-armor,defiant,
871,pincurchin,152,3,10,15,48,101,95,91,85,pincurchin,pincurchin,True,1055,electric,,lightning-rod,electric-surge,
872,snom,37,3,38,20,30,25,35,45,30,snom,snom,True,1056,ice,bug,shield-dust,ice-scales,
873,frosmoth,166,13,420,65,70,65,60,125,90,frosmoth,frosmoth,True,1057,ice,bug,shield-dust,ice-scales,
874,stonjourner,165,25,5200,70,100,125,135,20,20,stonjourner,stonjourner,True,1058,rock,,power-spot,,
875,eiscue-ice,165,14,890,50,75,80,110,65,90,eiscue-ice,eiscue,True,1059,ice,,ice-face,,
876,indeedee-male,166,9,280,95,60,65,55,105,95,indeedee-male,indeedee,True,1061,psychic,normal,inner-focus,synchronize,psychic-surge
877,morpeko-full-belly,153,3,30,97,58,95,58,70,58,morpeko-full-belly,morpeko,True,1063,electric,dark,hunger-switch,,
878,cufant,66,12,1000,40,72,80,49,40,49,cufant,cufant,True,1065,steel,,sheer-force,heavy-metal,
879,copperajah,175,30,6500,30,122,130,69,80,69,copperajah,copperajah,True,1066,steel,,sheer-force,heavy-metal,
880,dracozolt,177,18,1900,75,90,100,90,80,70,dracozolt,dracozolt,True,1067,electric,dragon,volt-absorb,hustle,sand-rush
881,arctozolt,177,23,1500,55,90,100,90,90,80,arctozolt,arctozolt,True,1068,electric,ice,volt-absorb,static,slush-rush
882,dracovish,177,23,2150,75,90,90,100,70,80,dracovish,dracovish,True,1069,water,dragon,water-absorb,strong-jaw,sand-rush
883,arctovish,177,20,1750,55,90,90,100,80,90,arctovish,arctovish,True,1070,water,ice,water-absorb,ice-body,slush-rush
884,duraludon,187,18,400,85,70,95,115,120,50,duraludon,duraludon,True,1071,steel,dragon,light-metal,heavy-metal,stalwart
885,dreepy,54,5,20,82,28,60,30,40,30,dreepy,dreepy,True,1072,dragon,ghost,clear-body,infiltrator,cursed-body
886,drakloak,144,14,110,102,68,80,50,60,50,drakloak,drakloak,True,1073,dragon,ghost,clear-body,infiltrator,cursed-body
887,dragapult,300,30,500,142,88,120,75,100,75,dragapult,dragapult,True,1074,dragon,ghost,clear-body,infiltrator,cursed-body
888,zacian,335,28,1100,138,92,120,115,80,115,zacian,zacian,True,1075,fairy,,intrepid-sword,,
889,zamazenta,335,29,2100,138,92,120,115,80,115,zamazenta,zamazenta,True,1077,fighting,,dauntless-shield,,
890,eternatus,345,200,9500,130,140,85,95,145,95,eternatus,eternatus,True,1079,poison,dragon,pressure,,
891,kubfu,77,6,120,72,60,90,60,53,50,kubfu,kubfu,True,1081,fighting,,inner-focus,,
892,urshifu-single-strike,275,19,1050,97,100,130,100,63,60,urshifu-single-strike,urshifu,True,1082,fighting,dark,unseen-fist,,
893,zarude,300,18,700,105,105,120,105,70,95,zarude,zarude,True,1084,dark,grass,leaf-guard,,
894,regieleki,290,12,1450,200,80,100,50,100,50,regieleki,regieleki,True,1086,electric,,transistor,,
895,regidrago,290,21,2000,80,200,100,50,100,50,regidrago,regidrago,True,1087,dragon,,dragons-maw,,
896,glastrier,290,22,8000,30,100,145,130,65,110,glastrier,glastrier,True,1088,ice,,chilling-neigh,,
897,spectrier,290,20,445,130,100,65,60,145,80,spectrier,spectrier,True,1089,ghost,,grim-neigh,,
898,calyrex,250,11,77,80,100,80,80,80,80,calyrex,calyrex,True,1090,psychic,grass,unnerve,,
899,wyrdeer,263,18,951,65,103,105,72,105,75,wyrdeer,wyrdeer,True,-1,normal,psychic,intimidate,frisk,sap-sipper
900,kleavor,175,18,890,85,70,135,95,45,70,kleavor,kleavor,True,-1,bug,rock,swarm,sheer-force,sharpness
901,ursaluna,275,24,2900,50,130,140,105,45,80,ursaluna,ursaluna,True,-1,ground,normal,guts,bulletproof,unnerve
902,basculegion-male,265,30,1100,78,120,112,65,80,75,basculegion-male,basculegion,True,-1,water,ghost,swift-swim,adaptability,mold-breaker
903,sneasler,102,13,430,120,80,130,60,40,80,sneasler,sneasler,True,-1,fighting,poison,pressure,unburden,poison-touch
904,overqwil,179,25,605,85,85,115,95,65,65,overqwil,overqwil,True,-1,dark,poison,poison-point,swift-swim,intimidate
905,enamorus-incarnate,116,16,480,106,74,115,70,135,80,enamorus-incarnate,enamorus,True,-1,fairy,flying,cute-charm,contrary,
906,sprigatito,62,4,41,65,40,61,54,45,45,sprigatito,sprigatito,True,906,grass,,overgrow,protean,
907,floragato,144,9,122,83,61,80,63,60,63,floragato,floragato,True,907,grass,,overgrow,protean,
908,meowscarada,265,15,312,123,76,110,70,81,70,meowscarada,meowscarada,True,908,grass,dark,overgrow,protean,
909,fuecoco,62,4,98,36,67,45,59,63,40,fuecoco,fuecoco,True,909,fire,,blaze,unaware,
910,crocalor,144,10,307,49,81,55,78,90,58,crocalor,crocalor,True,910,fire,,blaze,unaware,
911,skeledirge,265,16,3265,66,104,75,100,110,75,skeledirge,skeledirge,True,911,fire,ghost,blaze,unaware,
912,quaxly,62,5,61,50,55,65,45,50,45,quaxly,quaxly,True,912,water,,torrent,moxie,
913,quaxwell,144,12,215,65,70,85,65,65,60,quaxwell,quaxwell,True,913,water,,torrent,moxie,
914,quaquaval,265,18,619,85,85,120,80,85,75,quaquaval,quaquaval,True,914,water,fighting,torrent,moxie,
915,lechonk,51,5,102,35,54,45,40,35,45,lechonk,lechonk,True,915,normal,,aroma-veil,gluttony,thick-fat
916,oinkologne-male,171,10,1200,65,110,100,75,59,80,oinkologne-male,oinkologne,True,916,normal,,lingering-aroma,gluttony,thick-fat
917,tarountula,42,3,40,20,35,41,45,29,40,tarountula,tarountula,True,918,bug,,insomnia,stakeout,
918,spidops,141,10,165,35,60,79,92,52,86,spidops,spidops,True,919,bug,,insomnia,stakeout,
919,nymble,42,2,10,45,33,46,40,21,25,nymble,nymble,True,920,bug,,swarm,tinted-lens,
920,lokix,158,10,175,92,71,102,78,52,55,lokix,lokix,True,921,bug,dark,swarm,tinted-lens,
921,pawmi,48,3,25,60,45,50,20,40,25,pawmi,pawmi,True,954,electric,,static,natural-cure,iron-fist
922,pawmo,123,4,65,85,60,75,40,50,40,pawmo,pawmo,True,955,electric,fighting,volt-absorb,natural-cure,iron-fist
923,pawmot,245,9,410,105,70,115,70,70,60,pawmot,pawmot,True,956,electric,fighting,volt-absorb,natural-cure,iron-fist
924,tandemaus,61,3,18,75,50,50,45,40,45,tandemaus,tandemaus,True,945,normal,,run-away,pickup,own-tempo
925,maushold-family-of-four,165,3,23,111,74,75,70,65,75,maushold-family-of-four,maushold,True,946,normal,,friend-guard,cheek-pouch,technician
926,fidough,62,3,109,65,37,55,70,30,55,fidough,fidough,True,970,fairy,,own-tempo,klutz,
927,dachsbun,167,5,149,95,57,80,115,50,80,dachsbun,dachsbun,True,971,fairy,,well-baked-body,aroma-veil,
928,smoliv,52,3,65,30,41,35,45,58,51,smoliv,smoliv,True,935,grass,normal,early-bird,harvest,
929,dolliv,124,6,119,33,52,53,60,78,78,dolliv,dolliv,True,936,grass,normal,early-bird,harvest,
930,arboliva,255,14,482,39,78,69,90,125,109,arboliva,arboliva,True,937,grass,normal,seed-sower,harvest,
931,squawkabilly-green-plumage,146,6,24,92,82,96,51,45,51,squawkabilly-green-plumage,squawkabilly,True,960,normal,flying,intimidate,hustle,guts
932,nacli,56,4,160,25,55,55,75,35,35,nacli,nacli,True,963,rock,,purifying-salt,sturdy,clear-body
933,naclstack,124,6,1050,35,60,60,100,35,65,naclstack,naclstack,True,964,rock,,purifying-salt,sturdy,clear-body
934,garganacl,250,23,2400,35,100,100,130,45,90,garganacl,garganacl,True,965,rock,,purifying-salt,sturdy,clear-body
935,charcadet,51,6,105,35,40,50,40,50,40,charcadet,charcadet,True,1003,fire,,flash-fire,flame-body,
936,armarouge,263,15,850,75,85,60,100,125,80,armarouge,armarouge,True,1004,fire,psychic,flash-fire,weak-armor,
937,ceruledge,263,16,620,85,75,125,80,60,100,ceruledge,ceruledge,True,1005,fire,ghost,flash-fire,weak-armor,
938,tadbulb,54,3,4,45,61,31,41,59,35,tadbulb,tadbulb,True,940,electric,,own-tempo,static,damp
939,bellibolt,173,12,1130,45,109,64,91,103,83,bellibolt,bellibolt,True,941,electric,,electromorphosis,static,damp
940,wattrel,56,4,36,70,40,40,35,55,40,wattrel,wattrel,True,957,electric,flying,wind-power,volt-absorb,competitive
941,kilowattrel,172,14,386,125,70,70,60,105,60,kilowattrel,kilowattrel,True,958,electric,flying,wind-power,volt-absorb,competitive
942,maschiff,68,5,160,51,60,78,60,40,51,maschiff,maschiff,True,972,dark,,intimidate,run-away,stakeout
943,mabosstiff,177,11,610,85,80,120,90,60,70,mabosstiff,mabosstiff,True,973,dark,,intimidate,guard-dog,stakeout
944,shroodle,58,2,7,75,40,65,35,40,35,shroodle,shroodle,True,968,poison,normal,unburden,pickpocket,prankster
945,grafaiai,170,7,272,110,63,95,65,80,72,grafaiai,grafaiai,True,969,poison,normal,unburden,poison-touch,prankster
946,bramblin,55,6,6,60,40,65,30,45,35,bramblin,bramblin,True,974,grass,ghost,wind-rider,infiltrator,
947,brambleghast,168,12,60,90,55,115,70,80,70,brambleghast,brambleghast,True,975,grass,ghost,wind-rider,infiltrator,
948,toedscool,67,9,330,70,40,40,35,50,100,toedscool,toedscool,True,1006,ground,grass,mycelium-might,mycelium-might,
949,toedscruel,180,19,580,100,80,70,65,80,120,toedscruel,toedscruel,True,1007,ground,grass,mycelium-might,mycelium-might,
950,klawf,158,13,790,75,70,100,115,35,55,klawf,klawf,True,962,rock,,anger-shell,shell-armor,regenerator
951,capsakid,61,3,30,50,50,62,40,62,40,capsakid,capsakid,True,938,grass,,chlorophyll,insomnia,klutz
952,scovillain,170,9,150,75,65,108,65,108,65,scovillain,scovillain,True,939,grass,fire,chlorophyll,insomnia,moody
953,rellor,54,2,10,30,41,50,60,31,58,rellor,rellor,True,922,bug,,compound-eyes,shed-skin,
954,rabsca,165,3,35,45,75,50,85,115,100,rabsca,rabsca,True,923,bug,psychic,synchronize,telepathy,
955,flittle,51,2,15,75,30,35,30,55,30,flittle,flittle,True,926,psychic,,anticipation,frisk,speed-boost
956,espathra,168,19,900,105,95,60,60,101,60,espathra,espathra,True,927,psychic,,opportunist,frisk,speed-boost
957,tinkatink,59,4,89,58,50,45,45,35,64,tinkatink,tinkatink,True,1000,fairy,steel,mold-breaker,own-tempo,pickpocket
958,tinkatuff,133,7,591,78,65,55,55,45,82,tinkatuff,tinkatuff,True,1001,fairy,steel,mold-breaker,own-tempo,pickpocket
959,tinkaton,253,7,1128,94,85,75,77,70,105,tinkaton,tinkaton,True,1002,fairy,steel,mold-breaker,own-tempo,pickpocket
960,wiglett,49,12,18,95,10,55,25,35,25,wiglett,wiglett,True,929,water,,gooey,rattled,sand-veil
961,wugtrio,149,12,54,120,35,100,50,50,70,wugtrio,wugtrio,True,930,water,,gooey,rattled,sand-veil
962,bombirdier,243,15,429,82,70,103,85,60,85,bombirdier,bombirdier,True,959,flying,dark,big-pecks,keen-eye,rocky-payload
963,finizen,63,13,602,75,70,45,40,45,40,finizen,finizen,True,933,water,,water-veil,water-veil,
964,palafin-zero,160,13,602,100,100,70,72,53,62,palafin-zero,palafin,True,934,water,,zero-to-hero,zero-to-hero,
965,varoom,60,10,350,47,45,70,63,30,45,varoom,varoom,True,942,steel,poison,overcoat,slow-start,
966,revavroom,175,18,1200,90,80,119,90,54,67,revavroom,revavroom,True,943,steel,poison,overcoat,filter,
967,cyclizar,175,16,630,121,70,95,65,85,65,cyclizar,cyclizar,True,953,dragon,normal,shed-skin,regenerator,
968,orthworm,240,25,3100,65,70,85,145,60,55,orthworm,orthworm,True,944,steel,,earth-eater,sand-veil,
969,glimmet,70,7,80,60,48,35,42,105,60,glimmet,glimmet,True,966,rock,poison,toxic-debris,corrosion,
970,glimmora,184,15,450,86,83,55,90,130,81,glimmora,glimmora,True,967,rock,poison,toxic-debris,corrosion,
